epoch,learning_rate,train_total,train_static_gate,train_motion_gate,train_proxy,train_smooth,train_alpha_mean,train_alpha_static,train_alpha_motion,train_oracle_static,train_static_fraction,train_motion_fraction,train_output_proxy,train_d2_proxy,train_d3_proxy,val_total,val_static_gate,val_motion_gate,val_proxy,val_smooth,val_alpha_mean,val_alpha_static,val_alpha_motion,val_oracle_static,val_static_fraction,val_motion_fraction,val_output_proxy,val_d2_proxy,val_d3_proxy
22,0.00011873813145857245,0.05913851452351082,0.007577455869977712,0.0007968056262939172,0.2555036654230207,0.006192179998834035,0.6987590789794922,0.7912451399024576,0.014167760336931678,0.8165427150670439,0.4084746837615967,0.06051820516586304,0.2555036654230207,0.3036377697135322,0.2716921565006487,0.05927075759973377,0.007721016590949148,0.00048750435109923274,0.2562237249221653,0.006124312763859052,0.694976806640625,0.7854267302900553,0.011024956369510619,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.2562237249221653,0.30413503339514136,0.272825388237834
23,0.00011253332335643042,0.05946853164641652,0.007585969624415156,0.0007289233731171407,0.2572775381268002,0.006259178178879665,0.6918888092041016,0.788319795159623,0.013790397780212515,0.8133518069516867,0.40903782844543457,0.06377598643302917,0.2572775381268002,0.30537229974288493,0.2742278617224656,0.05914380500325933,0.007548499932454433,0.0006280244883782871,0.2561022359877825,0.006084460088459309,0.7007217407226562,0.7903508832678199,0.012230270440340973,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.2561022359877825,0.30413503339514136,0.272825388237834
24,0.00010627905195293131,0.05934497379348613,0.007517423686294933,0.00071777760460634,0.25702986476244405,0.006268734210607363,0.6931600570678711,0.790023970650509,0.013043061600910733,0.8161429723259062,0.40659642219543457,0.0631464421749115,0.25702986476244405,0.30524455255363137,0.2739832657389343,0.05920652800705284,0.007561369027826004,0.0007930560773843354,0.255943690193817,0.005989177094306797,0.7131729125976562,0.803176736459136,0.014162562736601103,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.255943690193817,0.30413503339514136,0.272825388237834
25,9.999999999999996e-05,0.05922995155560784,0.007562364515251829,0.0008642411040185038,0.2558556423173286,0.006433721540815895,0.6796512603759766,0.7831165438983589,0.014337713629174687,0.808284115511924,0.409265398979187,0.0684676468372345,0.2558556423173286,0.3047563146101311,0.2737451702123508,0.05908021400682628,0.007474655612895731,0.0006476716890233547,0.256102436222136,0.006123461775132455,0.699798583984375,0.7897951537743211,0.012022413808153942,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.256102436222136,0.30413503339514136,0.272825388237834
26,9.372094804706863e-05,0.059204541219514795,0.007367365771642653,0.0009469121192537955,0.25650465057697147,0.006278861741520814,0.6914482116699219,0.7898507320787758,0.013770937032859365,0.8162653802428395,0.40582072734832764,0.06340304017066956,0.25650465057697147,0.30491688271285966,0.27320613036863506,0.05908736860146746,0.007485163638193626,0.0006948802492274808,0.25597266340628266,0.006023158399329986,0.7098922729492188,0.8010032689198852,0.013207225514634047,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.25597266340628266,0.30413503339514136,0.272825388237834
27,8.746667664356955e-05,0.05917835669242777,0.007399421700029052,0.0008818493022459961,0.25637496256968006,0.006301707506281673,0.6918048858642578,0.788567497394979,0.014201685507941875,0.8129918517079204,0.40716609358787537,0.06307101249694824,0.25637496256968006,0.3049403433687985,0.2733242308604531,0.05927011015592143,0.007698562563746236,0.0004861364064936424,0.2563308665994555,0.006230591694475152,0.6871795654296875,0.7778100026771426,0.009966303332475945,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.2563308665994555,0.30413503339514136,0.272825388237834
28,8.12618685414275e-05,0.05884086732112337,0.007244039761644672,0.0008184041774086381,0.2556241194251925,0.006280061872530496,0.6854743957519531,0.7857163294684142,0.013170411009923555,0.8120371019467711,0.40142521262168884,0.06537187099456787,0.2556241194251925,0.30401276133488864,0.27290332556003705,0.05898198514478281,0.007416683409246616,0.0005907402271532192,0.25604478013701737,0.006097479199524969,0.702484130859375,0.7937384024262428,0.01218934961798368,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.25604478013701737,0.30413503339514136,0.272825388237834
29,7.513101128351448e-05,0.059181105985771865,0.007427412419929169,0.0012999400521493953,0.25520632782718167,0.0062457136391458334,0.6968584060668945,0.7915616272948682,0.016135462692545843,0.8171956709120423,0.4093189537525177,0.060485243797302246,0.25520632782718167,0.30395605438388884,0.2715626967838034,0.05896844464587048,0.007404905161820352,0.0006026311062896639,0.2560075733345002,0.006070875213481486,0.7062149047851562,0.7983515914529562,0.012347853240498807,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.2560075733345002,0.30413503339514136,0.272825388237834
30,6.909830056250526e-05,0.0589275891543366,0.00739264911680948,0.0007655763393330517,0.2554410517332144,0.0063940874806576176,0.685633659362793,0.7852041807491332,0.013843314062796708,0.8097618357278407,0.41445431113243103,0.06436830759048462,0.2554410517332144,0.3041757101309486,0.2733119656913914,0.058933567663189024,0.0073484163149259984,0.0006141090169649033,0.25608260254375637,0.006157585856271908,0.6983795166015625,0.788957616314292,0.011985168304818217,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.25608260254375637,0.30413503339514136,0.272825388237834
31,6.318754473153221e-05,0.058708340613520704,0.007232892156025628,0.0007109275069296928,0.25528556224890053,0.006287163298111409,0.6981792449951172,0.7915528155863285,0.01395690307890618,0.8183765234425664,0.4185413420200348,0.06060957908630371,0.25528556224890053,0.3029639131273143,0.2715757612604648,0.05891163676278666,0.0073435522499494255,0.0005717348519738152,0.25610240013338625,0.006173550144012552,0.697845458984375,0.7898303922265768,0.011424574804550502,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.25610240013338625,0.30413503339514136,0.272825388237834
32,5.7422070843492714e-05,0.059118842327734455,0.007299228074771236,0.0007922997337246329,0.25680364429717883,0.006273471908571082,0.6992568969726562,0.7930316026322544,0.013586981743173965,0.8175003752112389,0.40786314010620117,0.060215920209884644,0.25680364429717883,0.30548872018698603,0.27290793508291245,0.05896087776636705,0.007429094141116366,0.0004666919799660718,0.2561810959596187,0.006221777410246432,0.6934051513671875,0.7868728302419186,0.010600719309877604,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.2561810959596187,0.30413503339514136,0.272825388237834
33,5.182463258982844e-05,0.05923570967570413,0.00736024870275287,0.0008387333970603095,0.2569637705455534,0.006333936407827423,0.6888256072998047,0.7895298437215388,0.01410974933878606,0.8135787853971124,0.40560486912727356,0.06314164400100708,0.2569637705455534,0.30563218519091606,0.273896808444988,0.0588331394828856,0.0072589771370985545,0.000614906163661999,0.25602594786323607,0.006151930254418403,0.7005996704101562,0.7923431759700179,0.012387933893478476,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.25602594786323607,0.30413503339514136,0.272825388237834
34,4.6417320502100296e-05,0.058932907952112146,0.00714955324838229,0.0008272906074395792,0.2565332996309735,0.006304857877694303,0.6924896240234375,0.7890581211540848,0.01407983719764161,0.8145750721450895,0.4005309045314789,0.0625588595867157,0.2565332996309735,0.3057036838727072,0.2733588514965959,0.05881033220794052,0.00726129663962638,0.0005634390813042955,0.25602944241836667,0.006142668142274488,0.702392578125,0.7953973561525345,0.01177445735083893,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.25602944241836667,0.30413503339514136,0.272825388237834
35,4.122147477075268e-05,0.058916409136145376,0.007116063925423077,0.0013873112740725446,0.2552190027781762,0.0062888054744689725,0.696563720703125,0.793096867389977,0.015689988388658094,0.8173135307151824,0.40883442759513855,0.06185153126716614,0.2552190027781762,0.3034514585742727,0.27146296337014064,0.058809221256524324,0.007277287804754451,0.0005068182148875167,0.25608303863555193,0.006191579785081558,0.697784423828125,0.7915614498779178,0.011234072982915677,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.25608303863555193,0.30413503339514136,0.272825388237834
36,3.6257601025131006e-05,0.058876946990494616,0.007189224199464661,0.0007563456564767534,0.25623059063218534,0.006343115370327723,0.6939802169799805,0.7927188430912793,0.013959510644326656,0.8172670947387815,0.4152565598487854,0.0603632926940918,0.25623059063218534,0.30435226985719055,0.27231656381627545,0.05880114232422784,0.007256575088831596,0.0005249873817092521,0.2560995111707598,0.0062170795135898516,0.6954574584960938,0.7897934382781386,0.011219523454201408,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.2560995111707598,0.30413503339514136,0.272825388237834
37,3.154528940713111e-05,0.05940424322034232,0.0070355881871364545,0.001983213251548932,0.25656775903189555,0.006349569093799801,0.6956024169921875,0.7897671842947602,0.017179355955704523,0.8155468336772174,0.41323304176330566,0.058762937784194946,0.25656775903189555,0.3054167639929801,0.27346227411180735,0.058765067951753736,0.00723036946146749,0.0005171080525201432,0.2560708927921951,0.006196486545377411,0.6970901489257812,0.7920930990949273,0.011208601928956341,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.2560708927921951,0.30413503339514136,0.272825388237834
38,2.710313725785885e-05,0.05894994920527097,0.00712745703276596,0.0007833605863822868,0.25684114708565176,0.006258148150664056,0.6981706619262695,0.7948529999703169,0.01347346961574658,0.8182405927218497,0.40345174074172974,0.05951783061027527,0.25684114708565176,0.3059907522983849,0.27298388082999736,0.058731202967464924,0.0071930169287952594,0.0005510800249908243,0.2560049209278077,0.006166114857478533,0.7005157470703125,0.7952237045392394,0.011989015052677132,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.2560049209278077,0.30413503339514136,0.272825388237834
39,2.2948675722421073e-05,0.05879688203276601,0.007166195518948371,0.0007692911347021436,0.2559141665115021,0.006320684275124222,0.6920032501220703,0.7933760040905327,0.014075597766350256,0.8168772556819022,0.40791019797325134,0.06498825550079346,0.2559141665115021,0.30435282608959824,0.27232472598552704,0.05872231489047408,0.007177869476436172,0.0005479188045569572,0.2560424201656133,0.006200111660291441,0.697967529296875,0.7923457361757755,0.011604862556851003,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.2560424201656133,0.30413503339514136,0.272825388237834
40,1.9098300562505252e-05,0.05880690946651157,0.00703268942561408,0.0008762971077658221,0.2563591590151191,0.006423896487831371,0.6838798522949219,0.7868505804799497,0.014105632604696439,0.8102065357379615,0.4074373245239258,0.06428483128547668,0.2563591590151191,0.3054057997651398,0.27410452580079436,0.05870313325431198,0.007141740068618674,0.0006081713634102925,0.25597768276929855,0.006176992188557051,0.700408935546875,0.7945185443386436,0.01259437845874345,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.25597768276929855,0.30413503339514136,0.272825388237834
41,1.5567207449798505e-05,0.05824316153302789,0.007061264086587471,0.000665402479206989,0.25393044197699055,0.006310680828391924,0.696955680847168,0.7943347096443176,0.013690581346054387,0.820041483733803,0.41882678866386414,0.06032782793045044,0.25393044197699055,0.30167116480879486,0.26976888813078403,0.058688915451057255,0.007129413388611283,0.0005998020097877088,0.255989023251459,0.006179547948704567,0.70111083984375,0.7955273538827896,0.012141441213316284,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.255989023251459,0.30413503339514136,0.272825388237834
42,1.2369331995613634e-05,0.05946782912360504,0.007091478406437091,0.0007865089451399854,0.2595933497650549,0.0064425593918713275,0.6809263229370117,0.7860749494284391,0.015039510652968602,0.8089020170737058,0.39881929755210876,0.06522130966186523,0.2595933497650549,0.30911562556866556,0.2777652590884827,0.058703531976789236,0.007151128003897611,0.0005577192347914206,0.25605608080513775,0.0062327415944309905,0.6953964233398438,0.7901973100379109,0.011639800708508119,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.25605608080513775,0.30413503339514136,0.272825388237834
43,9.51729475339806e-06,0.05868299693975132,0.0070970581564324675,0.0007296638156049085,0.25578746356768534,0.006361337966154679,0.6893482208251953,0.7918022393714637,0.013167485643862165,0.8160972814075649,0.4112410843372345,0.06143304705619812,0.25578746356768534,0.3042095947312191,0.2721447680378333,0.05867641739314422,0.007119664958736394,0.0005848127910894618,0.2560114888474345,0.006204734338098206,0.6986618041992188,0.7934612715616822,0.011981223811744712,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.2560114888474345,0.30413503339514136,0.272825388237834
44,7.0223514111748606e-06,0.058758622137247585,0.007081537170961383,0.0008081691935615254,0.2560461561079137,0.006376846309649409,0.6929407119750977,0.7912012762390077,0.015061350703945209,0.8149599570315331,0.4160691201686859,0.06247398257255554,0.2560461561079137,0.3043922898359597,0.2727182866074145,0.05869445274583995,0.0071547449042554945,0.0005270365879823657,0.25606900290586054,0.006238892950932495,0.6959381103515625,0.7912074746564031,0.011205592010810506,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.25606900290586054,0.30413503339514136,0.272825388237834
45,4.894348370484643e-06,0.058859723940258846,0.007048173132716329,0.0012729861827374123,0.25555610400624573,0.006383626223396277,0.6900062561035156,0.7938589882105589,0.01598379169081454,0.8177734948694706,0.41702768206596375,0.0638115406036377,0.25555610400624573,0.303829017910175,0.27180345583474264,0.05868471961002797,0.007152912679885048,0.0005176069940944217,0.2560535257216543,0.006229812810488511,0.6966629028320312,0.792409342713654,0.011303152881737333,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.2560535257216543,0.30413503339514136,0.272825388237834
46,3.141683887136901e-06,0.058908152088406496,0.007137187463740702,0.0008090982964930049,0.2565149980946444,0.0063415076892852085,0.6969976425170898,0.7933854172006249,0.013737781830059248,0.8169142105616629,0.4050177037715912,0.062008053064346313,0.2565149980946444,0.30479698098497465,0.2729067196487449,0.05867094482528046,0.007136122185329441,0.0005348037299768293,0.256026349728927,0.006214997418283019,0.6982421875,0.7940205642953515,0.011590744317800272,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.256026349728927,0.30413503339514136,0.272825388237834
47,1.7712749271311263e-06,0.05849544164084364,0.0069400253050844185,0.0007396256098530785,0.2556090991711244,0.006378305670295958,0.6880998611450195,0.7923217483330518,0.013886839838050946,0.8144515820313245,0.40858200192451477,0.06281113624572754,0.2556090991711244,0.30366022139787674,0.27206626324914396,0.05866698670433834,0.007126909418730065,0.0005465531511958943,0.25602324260398746,0.006215170891664457,0.6980514526367188,0.7937046531587839,0.011688201237120666,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.25602324260398746,0.30413503339514136,0.272825388237834
48,7.885298685522228e-07,0.05855060748581309,0.007092731613738579,0.0007691632708031193,0.2550479501951486,0.0063703213545522885,0.69696044921875,0.7926054082345217,0.014451923879278183,0.8164037039969116,0.41316622495651245,0.0586528480052948,0.2550479501951486,0.3034888715483248,0.2716004606918432,0.058664810203481466,0.0071246829684241675,0.0005478100395066576,0.25602048146538436,0.006212504158611409,0.698486328125,0.794113946147263,0.011673096487356815,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.25602048146538436,0.30413503339514136,0.272825388237834
49,1.9732715717284395e-07,0.05885533877881244,0.006920691124832956,0.0007798153378857364,0.25741056888364255,0.006262537601287477,0.6998043060302734,0.7962331275921315,0.013842278066931613,0.818238337058574,0.4077680706977844,0.05928352475166321,0.25741056888364255,0.3063089791685343,0.273566666233819,0.05866818205686286,0.007129838159016799,0.0005399293744403622,0.2560309492982924,0.006218858608917799,0.6978607177734375,0.7935281367972493,0.011561217215785291,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.2560309492982924,0.30413503339514136,0.272825388237834
50,0.0,0.05849322822177783,0.0069007579895696836,0.0007152324127659426,0.25585792789934203,0.006326758428258472,0.6941356658935547,0.7937329343985766,0.013257149056698836,0.8165631315205246,0.40891551971435547,0.06132662296295166,0.25585792789934203,0.3048079000436701,0.27237139886710793,0.05866558552952483,0.007125979551346973,0.0005452757587249835,0.25602409336715937,0.006214848152012564,0.6982574462890625,0.7939068088307977,0.011634233029326424,0.8178621651604772,0.40433216094970703,0.059882283210754395,0.25602409336715937,0.30413503339514136,0.272825388237834
