epoch,learning_rate,train_total,train_static_gate,train_motion_gate,train_proxy,train_smooth,train_alpha_mean,train_alpha_static,train_alpha_motion,train_oracle_static,train_static_fraction,train_motion_fraction,train_output_proxy,train_d2_proxy,train_d3_proxy,train_fusion_total,train_motion_aux,train_motion_bce,train_motion_dice,train_motion_precision,train_motion_recall,train_predicted_motion_fraction,val_total,val_static_gate,val_motion_gate,val_proxy,val_smooth,val_alpha_mean,val_alpha_static,val_alpha_motion,val_oracle_static,val_static_fraction,val_motion_fraction,val_output_proxy,val_d2_proxy,val_d3_proxy,val_fusion_total,val_motion_aux,val_motion_bce,val_motion_dice,val_motion_precision,val_motion_recall,val_predicted_motion_fraction
1,0.00019980267284282717,0.38226927584037185,0.059330246614990756,0.1155158874753397,0.28245304321171716,4.986090462691384e-05,0.48391246795654297,0.4846278764307499,0.47965234832372516,0.8038277074228972,0.40738657116889954,0.04618605971336365,0.28245304321171716,0.32002554496284574,0.29221423354465514,0.17357929854188114,1.0434498724061996,1.178919128375128,0.9079806176014245,0.00013447541095956694,0.0078125,0.49175357818603516,0.38307786639779806,0.07866628444753587,0.09155064984224737,0.2532621221616864,0.0003785731119023694,0.4463653564453125,0.4548736303113401,0.4305286812596023,0.8211950790137053,0.39975857734680176,0.07557857036590576,0.2532621221616864,0.2889728315640241,0.2538688858039677,0.1750978205818683,1.039900221861899,1.2163224518299103,0.8634779965505004,0.0,0.0,0.4873085021972656
2,0.0001992114701314478,0.33818144572433084,0.06623820339882514,0.03829205167676264,0.28572304418776184,0.0017079783139024585,0.4099617004394531,0.4483676882227883,0.263530299969716,0.8074951160233468,0.4039795994758606,0.045955002307891846,0.28572304418776184,0.3220086495857686,0.2938864561729133,0.14254591809003614,0.978177625220269,1.065300033427775,0.8910552216693759,0.12348046529587009,0.8828137275085624,0.5171012878417969,0.30907722655683756,0.07578797993483022,0.01356284511712147,0.2528784922324121,0.003111865480605047,0.3996696472167969,0.4930651355534792,0.15269353205803782,0.8211950790137053,0.39975857734680176,0.07557857036590576,0.2528784922324121,0.2889728315640241,0.2538688858039677,0.13317622046452016,0.8795050149783492,0.9505650661885738,0.8084449609741569,0.1922885456297081,0.9654123885557055,0.5307655334472656
3,0.00019822872507286888,0.23938020801870152,0.03046423896739725,0.005172866919792796,0.2784050374175422,0.0035990032429253915,0.5242776870727539,0.6049668716732413,0.07356026089473744,0.8091836702078581,0.4112316966056824,0.044915616512298584,0.2784050374175422,0.32106247125193477,0.2927449388662353,0.0887676706770435,0.7530626719817519,0.6936792065971531,0.8124461357947439,0.25012143288040534,0.9769720148760825,0.3883395195007324,0.18679516203701496,0.021273041696986184,0.006245378099265508,0.24203596217557788,0.005663545103743672,0.6743850708007812,0.7651442736387253,0.07159582042368129,0.8211950790137053,0.39975857734680176,0.07557857036590576,0.24203596217557788,0.2889728315640241,0.2538688858039677,0.07285955949919298,0.5696780020371079,0.5381965970154852,0.6011594086885452,0.6046319040469825,0.7751061758026481,0.18333721160888672
4,0.0001968583161128631,0.1769842696376145,0.010702710153054795,0.0009350854967067335,0.2742195643368177,0.0059888624027735204,0.66265869140625,0.7797954918351024,0.019176172110746847,0.8039394135121256,0.40631183981895447,0.04762271046638489,0.2742195643368177,0.32095985347405076,0.2934355228790082,0.06607405509566888,0.5545510604279116,0.4600812505814247,0.649020871380344,0.3192185890802648,0.9215090482030064,0.18111205101013184,0.18666400690563023,0.018385988354566507,0.004656161730963504,0.2412066243123263,0.005931669249548577,0.7354278564453125,0.8345387037843466,0.04802582194679417,0.8211950790137053,0.39975857734680176,0.07557857036590576,0.2412066243123263,0.2889728315640241,0.2538688858039677,0.06901471206219867,0.5882464684545994,0.6917793650645763,0.48471357487142086,0.6422441913746297,0.5782495606690645,0.0950615406036377
5,0.00019510565162951537,0.1655604029656388,0.009942301645423868,0.0005805210545304362,0.27476770168868825,0.006169663763103017,0.6741142272949219,0.794705507112667,0.012838523817663372,0.8064411950763315,0.4066469967365265,0.04817214608192444,0.27476770168868825,0.321268524043262,0.2937296516611241,0.06524779985193163,0.5015630037523806,0.4171575360123825,0.5859684692695737,0.34119222467415966,0.9032540045445785,0.1461327075958252,0.20332508254796267,0.017550059637869708,0.005193869570575771,0.24089752626605332,0.0056485839377273805,0.7517547607421875,0.843828366138041,0.051171680679544806,0.8211950790137053,0.39975857734680176,0.07557857036590576,0.24089752626605332,0.2889728315640241,0.2538688858039677,0.06838298664661124,0.6747104660607874,0.8641985985450447,0.4852223349735141,0.6736444095149636,0.487104672472924,0.07388484477996826
6,0.00019297764858882514,0.16064056757022627,0.009323379412307986,0.0005666854470973703,0.2736425393377431,0.006078439244447509,0.6805267333984375,0.7945086732506752,0.013190454627874715,0.8093026673886925,0.4119049906730652,0.04626360535621643,0.2736425393377431,0.3204456603853032,0.29174233973026276,0.06439601506281178,0.4812227545771748,0.39720578999549616,0.5652397198136896,0.3450533824507147,0.9069270323961973,0.13389134407043457,0.2106005409732461,0.01632046836311929,0.005313660816682386,0.24062570743262768,0.0055487817589892074,0.7523651123046875,0.8389403503388166,0.05249406772782095,0.8211950790137053,0.39975857734680176,0.07557857036590576,0.24062570743262768,0.2889728315640241,0.2538688858039677,0.06715792865725234,0.717213049530983,0.947279226500541,0.487146882340312,0.7043203143402934,0.45032526552677155,0.06634020805358887
7,0.00019048270524660196,0.1598775859165471,0.00887481055178796,0.0006478455610476885,0.2744449956808239,0.00617723586037755,0.6670913696289062,0.7876931710634381,0.014198394656887103,0.8056247234344482,0.4024635851383209,0.05006203055381775,0.2744449956808239,0.32161450502462685,0.29347226105164737,0.06414950567705091,0.47864039544947445,0.40500892046111403,0.552271872991696,0.3489776672067819,0.9124317724490538,0.13952256739139557,0.23030504491180182,0.016178097153897397,0.006539591902765096,0.2404602924361825,0.005386571690905839,0.763702392578125,0.8448097221553326,0.06090149050578475,0.8211950790137053,0.39975857734680176,0.07557857036590576,0.2404602924361825,0.2889728315640241,0.2538688858039677,0.0675938181229867,0.8135561170056462,1.1166344117373228,0.5104778194800019,0.7633914723992348,0.3655669966246933,0.05682814121246338
8,0.00018763066800438633,0.15707524164463393,0.008754545209740172,0.0005999526354969476,0.273990448564291,0.006135733818155131,0.6774253845214844,0.7874418322462589,0.015001253284026461,0.8064326697494835,0.40804678201675415,0.045804113149642944,0.273990448564291,0.3212268188362941,0.29254637024132535,0.06391396932303905,0.4658063519746065,0.3771194455548539,0.5544932568445802,0.3431535362797149,0.9134619323303923,0.12941691279411316,0.2531709270551801,0.016421105130575597,0.008096906185528496,0.2403800436295569,0.005259994384687161,0.7744903564453125,0.8516065757721663,0.07038280362030491,0.8211950790137053,0.39975857734680176,0.07557857036590576,0.2403800436295569,0.2889728315640241,0.2538688858039677,0.06859816808719188,0.9228637740015984,1.3139394647441804,0.531788082793355,0.7920796182006598,0.32073777401819825,0.049742937088012695
9,0.0001844327925502015,0.1568537771818228,0.008414030926360283,0.0005620795027994063,0.2734540764358826,0.006187757186125964,0.6717529296875,0.7883285854477435,0.015313968398913858,0.8064849774818867,0.4047909080982208,0.04866877198219299,0.2734540764358826,0.32024879776872694,0.292679452104494,0.06344776407058816,0.4670300576835871,0.3891235371665971,0.5449365803506225,0.34883053367957473,0.9180255138780922,0.13488775491714478,0.26867132680490613,0.015990378698916174,0.008922755656385561,0.24025450460612774,0.005231482384260744,0.77642822265625,0.850866511464119,0.0762807495193556,0.8211950790137053,0.39975857734680176,0.07557857036590576,0.24025450460612774,0.2889728315640241,0.2538688858039677,0.06855497288051993,1.0005817394703627,1.458911667112261,0.5422518029808998,0.7978661553934216,0.3086969393771142,0.04636120796203613
10,0.0001809016994374947,0.15531628308235668,0.008377448928513331,0.0006868606983516656,0.273510571452789,0.006106131380875013,0.684443473815918,0.7901560189202428,0.016770054864537087,0.8089637509547174,0.40980061888694763,0.04336512088775635,0.273510571452789,0.32051874371245503,0.2922688336111605,0.06348405581957195,0.45916113059502095,0.3599251158889274,0.5583971426822245,0.3346968761179596,0.908766366308555,0.12223467603325844,0.2861331782769412,0.015522827321547084,0.009396568450029008,0.24012274690903723,0.005174518384592375,0.7801742553710938,0.852692998945713,0.07852535700658336,0.8211950790137053,0.39975857734680176,0.07557857036590576,0.24012274690903723,0.2889728315640241,0.2538688858039677,0.06829740607645363,1.0891788443550467,1.6288899262435734,0.5494677592068911,0.7986443564295769,0.30001111375167966,0.043474555015563965
11,0.0001770513242775789,0.1545212523196824,0.008030692179090693,0.0005716236377963924,0.2751913919346407,0.006123012249190651,0.6810474395751953,0.7894732665736228,0.015965052782121347,0.8070011425297707,0.40630507469177246,0.04460975527763367,0.2751913919346407,0.3224612334743142,0.29460447805467993,0.0634160134504782,0.4555261869681999,0.36155319904719363,0.5494991764426231,0.33970925473840907,0.9124523838981986,0.12420446239411831,0.3035964604932815,0.01644693806883879,0.012739064724883065,0.2401968475896865,0.005122268776176497,0.7903976440429688,0.8606428615748882,0.09618323750328273,0.8211950790137053,0.39975857734680176,0.07557857036590576,0.2401968475896865,0.2889728315640241,0.2538688858039677,0.07090706331655383,1.16344696842134,1.7736250208690763,0.5532689103856683,0.7977945534512401,0.29632440337445587,0.04186809062957764
12,0.00017289686274214112,0.15264947272953577,0.007868835988119827,0.0006291292044977581,0.273432168236468,0.006149129943878506,0.6759986877441406,0.7909677531570196,0.016614253107036348,0.8080124806147069,0.40587446093559265,0.04773986339569092,0.273432168236468,0.3204114774707705,0.2921824454097077,0.06293132605787832,0.44859072763938457,0.36307427307474427,0.5341071817092597,0.35311554942745715,0.9165013642050326,0.12639372050762177,0.3232116976287216,0.015704263394582085,0.012408987873641308,0.24007357866503298,0.005147189869603608,0.7876129150390625,0.8574388977140188,0.0938658908708021,0.8211950790137053,0.39975857734680176,0.07557857036590576,0.24007357866503298,0.2889728315640241,0.2538688858039677,0.06997494591632858,1.266183728352189,1.9611540343612432,0.5712134269997478,0.8054448515176773,0.2739286079304293,0.03832119703292847
13,0.00016845471059286885,0.153278426383622,0.007929122188215842,0.0005636304680081139,0.2735445435391739,0.006128355165856192,0.6763916015625,0.7919114620890468,0.01642503580205812,0.808582611149177,0.40892717242240906,0.047157883644104004,0.2735445435391739,0.32083841518033296,0.2922174942214042,0.06298113067168742,0.451486470294185,0.3555170979086597,0.5474558414425701,0.3410141372005455,0.9004291894380003,0.12500087544322014,0.36005307687446475,0.016541451448574662,0.017163005453767255,0.24015197600238025,0.005111016995215323,0.7961578369140625,0.8629194758832455,0.11431795195676386,0.8211950790137053,0.39975857734680176,0.07557857036590576,0.24015197600238025,0.2889728315640241,0.2538688858039677,0.07320446037920192,1.4342430485412478,2.2642904184758663,0.604195668362081,0.8129283520393074,0.23585074429865927,0.033411622047424316
14,0.00016374239897486894,0.1508237256493885,0.0077014512335153995,0.0005921100975072591,0.2745267030550167,0.006075997631342034,0.6796531677246094,0.7943198254797608,0.01691572048366652,0.810753233730793,0.40749144554138184,0.047332584857940674,0.2745267030550167,0.3215369776589796,0.2928328191046603,0.06296360783744603,0.4393005829770118,0.35293000657475204,0.525671158451587,0.3579742470246856,0.9177883755473886,0.1228674128651619,0.3135440070182085,0.014572088461136445,0.012117175981984474,0.2399027985520661,0.005198894585191738,0.7828140258789062,0.8522363770753145,0.09217975020874292,0.8211950790137053,0.39975857734680176,0.07557857036590576,0.2399027985520661,0.2889728315640241,0.2538688858039677,0.06866322626592591,1.2244038991630077,1.9069723095744848,0.5418354859575629,0.8019659789279103,0.31143134739249945,0.04148459434509277
