epoch,learning_rate,train_total,train_static_gate,train_motion_gate,train_proxy,train_smooth,train_alpha_mean,train_alpha_static,train_alpha_motion,train_oracle_static,train_static_fraction,train_motion_fraction,train_output_proxy,train_d2_proxy,train_d3_proxy,train_fusion_total,train_motion_aux,train_motion_bce,train_motion_dice,train_motion_precision,train_motion_recall,train_predicted_motion_fraction,val_total,val_static_gate,val_motion_gate,val_proxy,val_smooth,val_alpha_mean,val_alpha_static,val_alpha_motion,val_oracle_static,val_static_fraction,val_motion_fraction,val_output_proxy,val_d2_proxy,val_d3_proxy,val_fusion_total,val_motion_aux,val_motion_bce,val_motion_dice,val_motion_precision,val_motion_recall,val_predicted_motion_fraction
1,0.0,0.3479384258389473,0.06201685732230544,0.109375,0.2803891506046057,0.0,0.5,0.5,0.4375,0.6858693771064281,0.263397216796875,0.1829833984375,0.2803891506046057,0.32172396406531334,0.3065387085080147,0.17278219014406204,0.8757811710238457,0.9924576580524445,0.7591046541929245,0.19389219861477613,0.875,0.5,0.3696671575307846,0.051486723124980927,0.125,0.31426192820072174,0.0,0.5,0.5,0.5,0.714575007557869,0.28045654296875,0.135009765625,0.31426192820072174,0.3504883721470833,0.3362267389893532,0.17683910578489304,0.9641402810811996,1.1639823019504547,0.7642982602119446,0.16036486346274614,1.0,0.5
