epoch,lr,train_loss,train_rec,train_grad,train_tv,train_motion,train_oracle,train_alpha_mean,train_alpha_var,train_psnr,val_loss,val_rec,val_grad,val_tv,val_motion,val_oracle,val_alpha_mean,val_alpha_var,val_ssim,val_ai_psnr,val_ai_mse,val_2dnr_psnr,val_2dnr_mse,val_3dnr_psnr,val_3dnr_mse,val_avg_50_50_psnr,val_avg_50_50_mse,val_oracle_pixelwise_psnr,val_oracle_pixelwise_mse,val_psnr
11,0.00016529535678468817,0.03072555190573136,0.004543372490055238,0.011807900834052512,0.08672480265299479,0.32134658603618543,0.7008025903999805,0.64287353515625,0.0036140871047973633,43.29233718109386,0.03189781834371388,0.005353247711900622,0.014511678014726689,0.08254559792888662,0.3235396263500055,0.6989110646148523,0.6431404362122218,0.0031376635869188856,0.9930828851958116,42.19563567970432,1011.4495935753547,38.83357054578171,2193.5662607640165,41.60547419058423,1158.6716825900066,41.24964343635063,1257.602721591873,43.71828355763715,712.3270825026261,42.19563567970432
12,0.00015919073997695482,0.03069182896676163,0.004516966387357873,0.011773977538881203,0.08638346354166666,0.32082066339751086,0.7009264091650645,0.6429679361979167,0.0035344433784484865,43.34098879186887,0.03176794964044045,0.0052546093065757304,0.014186872774735093,0.08569837436079979,0.3213840348025163,0.7000024291376273,0.646790902564923,0.0032347401473089123,0.9932207599282264,42.38345074776436,968.6407541795535,38.913875624094594,2153.377890996917,41.882390937112504,1087.0980544079653,41.41856427678103,1209.6267559897717,43.90748279345013,681.9609904577544,42.38345074776436
13,0.0001527273579068789,0.030709884925745428,0.004524762634537183,0.011800321435633426,0.08589131673177083,0.32126343476275604,0.7010218572119872,0.6430802408854167,0.0034794966379801434,43.33399601477831,0.031791487825103104,0.00526882618238839,0.01425044028631722,0.09348672075817982,0.31786301769316194,0.7006497504810493,0.6477598207692306,0.0037065279379021377,0.993272622426351,42.31456780609118,984.1267383506613,38.88501570081793,2167.7352614371944,41.79692957086242,1108.7020616484729,41.34667407208287,1229.8167533460241,43.78832504361569,700.9310644413347,42.31456780609118
14,0.0001459450594742151,0.030651459024908644,0.004492957045828613,0.01168587463364626,0.08724100748697916,0.32061365419377885,0.7008333997925122,0.6430472819010417,0.00359678586324056,43.39114747974162,0.03182194029601912,0.005282764471485279,0.01428593040521567,0.09471353307987253,0.3217587916801373,0.6996423910061519,0.6452779489258925,0.003849016542274815,0.9932930750151475,42.33231491812685,980.113385374313,38.877154967179386,2171.662417020665,41.89166567811387,1084.77893802781,41.37642594348506,1221.4205366716078,43.81461161753723,696.7013473855015,42.33231491812685
15,0.00013888565980414388,0.03059082510881126,0.004448600541315197,0.011570142408212025,0.08755577087402344,0.3206303403650721,0.7008430488904317,0.643372802734375,0.0035692564646402996,43.50351982832011,0.031779908660488826,0.005254608240405408,0.014186375382511567,0.09031909711969395,0.3168567016720772,0.7016046449542046,0.6495898410677909,0.0035413567607368653,0.9931917270024617,42.352942043219606,975.4693046150078,38.91815829424644,2151.2554459761827,41.828078626184464,1100.7785280835856,41.386454958955696,1218.60320580431,43.825889866659054,694.8944219470022,42.352942043219606
16,0.0001315926824431198,0.03065315854580452,0.004502151815686375,0.011703529674559832,0.08900904337565105,0.32004320332159597,0.7005676078299682,0.6429764811197917,0.003724948565165202,43.364934454062826,0.03182238608133048,0.005291480120892326,0.014320807349092017,0.0917087648374339,0.3217917338013649,0.6993816835184892,0.6454988742868105,0.003517646688851528,0.9933628648519516,42.36113281157038,973.6313090208057,38.87022719118089,2175.1293725888036,41.944540889982676,1071.6518627606524,41.39930578709317,1215.002673286529,43.88175182800782,686.0134481224912,42.36113281157038
17,0.00012411109102173463,0.030624178764410318,0.004478682833626711,0.011637075433585171,0.08864064534505209,0.3203338840355476,0.7006438512106736,0.6431571451822916,0.0036772497495015464,43.414429471174316,0.031833526158394916,0.005301318294368684,0.014321454575595756,0.08907539211213589,0.32028556764125826,0.700099457303683,0.6448341642816862,0.0035976468818262218,0.9929263134797414,42.21687179771763,1006.5158827637151,38.88639292783242,2167.0479420342917,41.445766945962525,1202.0737614681627,41.234631705453594,1261.957246013651,43.682698887167824,718.1876347481214,42.21687179771763
18,0.00011648701203898285,0.030637910307074585,0.004487313898474289,0.011678259640466421,0.08887822469075521,0.32025801446288826,0.7006173455218474,0.6427604166666666,0.003689916928609212,43.391487067687564,0.031775222082311906,0.00524946044315584,0.014163707728342464,0.09344796721513073,0.3171458162367344,0.7014283932745456,0.6500222131609916,0.003649860831986492,0.9931383135418097,42.37562876542512,970.3869237469809,38.912766157874046,2153.928071881146,41.742895529709784,1122.5824780958135,41.37427961625397,1222.0243242344748,43.86197300664164,689.1448444839074,42.37562876542512
19,0.00010876745047705664,0.03069130616262555,0.004523248317224594,0.011768456298159435,0.09013916015625,0.32099664041151604,0.7004181760549545,0.6425508626302083,0.003792421023050944,43.31650404982928,0.03185627157023797,0.005309518326733572,0.014370691997464746,0.09378394192705551,0.32130790390074254,0.6996834312876066,0.646271699666977,0.003664476716464075,0.993195391446352,42.295523959476206,988.4516170918357,38.844830591055285,2187.8863213614136,41.77945842626471,1113.1712200938018,41.31863368841188,1237.782799511087,43.78110382369508,702.097505179596,42.295523959476206
20,0.00010099999999999999,0.030719936575430134,0.004543465937895235,0.011806463284883648,0.09108444213867188,0.321457513893644,0.7002919473250707,0.6426806640625,0.0038750362396240234,43.27148999654992,0.03151164158092191,0.005089358179247938,0.013690236047841609,0.09637994778652986,0.32062593263884387,0.698990968366464,0.645513516664505,0.0038116820913273843,0.9932309612631798,42.65909323500661,909.0724338600921,39.05998568755023,2082.1367205346382,42.10517546283312,1032.7382581491645,41.61741946572745,1155.4891334904607,44.14588456301594,645.5343486814871,42.65909323500661
21,9.323254952294335e-05,0.030689631905406713,0.004514480173141541,0.011741612408853446,0.0904125722249349,0.3220041152089834,0.7004347938795884,0.64255126953125,0.0038365618387858074,43.33675450371838,0.031723274779506025,0.005218314194159272,0.014083569927606732,0.094359564067175,0.3180554633339246,0.7007717209557692,0.648750526458025,0.0038592484110267834,0.9931493957837423,42.40112211942354,964.7073785915012,38.92273681799266,2148.988692782127,41.846691633495816,1096.0709029999896,41.40160631913793,1214.3592360540792,43.860860754128545,689.3213609441335,42.40112211942354
22,8.551298796101716e-05,0.030621786878133814,0.0044721132644917816,0.011644852493191138,0.09004468282063802,0.3205389851331711,0.7005822433531285,0.6430159505208334,0.003730631669362386,43.4104294559393,0.03171341100241989,0.005220694351980152,0.014098501543048769,0.09701372642690936,0.3185604081799587,0.6999436765909195,0.6467486853400867,0.0038423880920163355,0.9932295809189479,42.43400424052802,957.4307862542889,38.939523718799784,2140.6981823784654,41.8984403370287,1083.0880857038278,41.43506257339111,1205.040254628827,43.90383021701874,682.5347860075192,42.43400424052802
23,7.788890897826536e-05,0.03066769384002934,0.0045109661216459545,0.011717435660927245,0.09197947184244791,0.32103622117390235,0.7001596932113171,0.64225341796875,0.003962068557739258,43.34234352714696,0.031826684484258294,0.0053090285529227305,0.014357020488629739,0.09173636160170039,0.32301722913980485,0.6983486076196035,0.6437453113496303,0.0036042274742309624,0.9932965370515983,42.27095497420224,994.0593504261295,38.84847008793015,2186.0535856999786,41.75525021805448,1119.3935248317625,41.29872044761779,1243.4713041929865,43.73836519044761,709.0409091307941,42.27095497420224
24,7.04073175568802e-05,0.030738757209231457,0.004545283973372231,0.011847240853821859,0.09111605326334636,0.3222510752578576,0.7003881200154622,0.64247802734375,0.003852839469909668,43.26834150269633,0.03174488061728577,0.005237157716571043,0.01414603164497142,0.09538200348615647,0.32230488819380604,0.6990668552617232,0.6444526339570681,0.003944305348947334,0.9931345311303933,42.374369215192075,970.6683982726702,38.93361780045569,2143.6112723387782,41.705633683280666,1132.2555127561236,41.36016774632162,1226.0016016926265,43.82469514165311,695.0856106405536,42.374369215192075
25,6.31143401958561e-05,0.03059528195609649,0.004451719881520451,0.011578950594024112,0.09123952229817708,0.3212032136321068,0.7004069373508295,0.6429166666666667,0.0038293862342834474,43.47202771010736,0.031752676664230726,0.005244121065091653,0.014195257207999627,0.08750539561733603,0.32518581474820774,0.69841328561306,0.6444995842874051,0.003245215642770442,0.9934263271590074,42.43901821073792,956.3260613318198,38.90470105992608,2157.9317563979816,42.07495441358134,1039.9497882725332,41.47429035559264,1194.2047014934633,43.98413174363163,670.0306009870997,42.43901821073792
26,5.605494052578486e-05,0.030695322449319065,0.004521486608816,0.011774945997167378,0.09121721903483072,0.32143247506270806,0.7003611805538337,0.6425260416666667,0.0038393219312032063,43.32780914229349,0.03169628724766274,0.005201516718564865,0.014042095638190706,0.097044344432652,0.3210816654066245,0.6994517127672831,0.6461637511849403,0.003887476900126785,0.9933011695742607,42.459139547777546,951.9055466521962,38.941677170258664,2139.6369791864618,42.020657732773216,1053.0331396018842,41.46937520514723,1195.557013990628,43.923299237952236,679.4818935643721,42.459139547777546
27,4.927264209312106e-05,0.03066476066907247,0.004504929930165721,0.01173311948000143,0.092144775390625,0.3208872520178556,0.7002234226961931,0.6430973307291666,0.003887619177500407,43.376831810647765,0.03168287482888748,0.00519089113707499,0.014004209858831019,0.09815558831517895,0.3199747417122126,0.6998431339859963,0.6469276855389278,0.0040353840963992605,0.993244402607282,42.45409758774231,953.01130714061,38.95156845029478,2134.769391192226,41.9363526568643,1073.6742722128065,41.44923566527456,1201.1140458993436,43.90449422201235,682.4304393301238,42.45409758774231
28,4.2809260023045165e-05,0.030599737466933827,0.004454054687909471,0.011589917294913902,0.09184598286946614,0.3213726158688466,0.7003259725371996,0.642777099609375,0.0038522903124491373,43.48200412772333,0.03167233211764445,0.00517281153491543,0.01395702922794347,0.10112867119411627,0.31863557621836663,0.7005784484247367,0.6505017340183258,0.003995728679001331,0.993559913833936,42.563777877461845,929.244553850499,38.931759764592414,2144.5285666883638,42.093101243330786,1035.61346352824,41.51977754389457,1181.7621002376559,44.07258822613724,656.5215551623174,42.563777877461845
29,3.670464321531182e-05,0.03063183503691107,0.004483707787391419,0.011671500505569081,0.09192492167154948,0.3203999476507306,0.7003184554477533,0.6430533854166667,0.003845393657684326,43.423248256647106,0.03178171790981044,0.0052750058355741205,0.014256368724939723,0.09965052558109164,0.31724121707181135,0.6998848003645738,0.6468284455438454,0.004155717144991892,0.9931432105600834,42.29847514070695,987.7801581922387,38.86367839903139,2178.4117572101945,41.649593657048946,1146.960460204375,41.27905152988688,1249.115677599223,43.72019445761629,712.0137268312621,42.29847514070695
30,3.0996428662531794e-05,0.0305937448128437,0.004454409692940923,0.011568365092777337,0.09232081095377605,0.3212330754722158,0.7002369438608488,0.6426363118489583,0.003907748063405355,43.471321599211365,0.03185010851981739,0.005305040284292772,0.014365352038294078,0.09664719390372435,0.32073874200383823,0.6996527967353662,0.6465859072903792,0.0038288200594251975,0.9933524996042251,42.32595627381441,981.549451745596,38.84576146715557,2187.417415373179,41.85232219420011,1094.6507848272136,41.34170343541706,1231.2251230307834,43.80776507114267,697.8005462393312,42.32595627381441
31,2.571980940559693e-05,0.030655243375028174,0.004498471538924301,0.011705741685970376,0.09262769063313803,0.3210405476142963,0.700174979319175,0.6428361002604167,0.003927240371704102,43.37802527244986,0.03168903183347235,0.00519705427189668,0.014042034869392712,0.09822954097762704,0.31887066438794137,0.7000168974200884,0.6468924663960933,0.003950138048579296,0.993218877663215,42.47637402195569,948.1355050291671,38.96676982160751,2127.3102371451364,42.01986861774286,1053.2244935818262,41.485237589586674,1191.198267871012,43.93710310742304,677.3256172600329,42.47637402195569
32,2.0907317556880207e-05,0.030648142403612536,0.004496142659918405,0.011692343136528506,0.09296007792154948,0.320871124441425,0.7001171645522117,0.6426167805989583,0.003966643810272217,43.375377043094915,0.03173607458205273,0.005235400623253857,0.014158937556203455,0.09812995449950297,0.32063240694502987,0.6991416576008002,0.6457089528441429,0.003931688861727404,0.993335544069608,42.436091492306744,956.9707484115327,38.912081217109275,2154.267802075003,41.93541610630148,1073.9058336800695,41.42989561965641,1206.4747864611782,43.91291552670129,681.1084362645624,42.436091492306744
33,1.6588623728944867e-05,0.030644819480367003,0.00449378378301238,0.011695799613371492,0.09247357686360677,0.3204740655918916,0.7002326029042403,0.6427705891927084,0.00391317367553711,43.36545509497269,0.031767731470366316,0.005246931363944896,0.014168148386913042,0.0979656584871312,0.32186757201949756,0.6993657069901625,0.6454659141600132,0.004017596507522588,0.9931539937853813,42.365813100103495,972.5826148502762,38.90932971146683,2155.6330872343597,41.734082519474995,1124.862814641109,41.35249645487738,1228.1691003137735,43.82022546372583,695.8013480547859,42.365813100103495
34,1.2790354105351584e-05,0.030630662445910273,0.004480304888954075,0.011657894750824198,0.09278836568196615,0.3210189792389671,0.7001969946920872,0.6427547200520833,0.00391867478688558,43.416762670274025,0.03172782904002815,0.005226056760875508,0.014104563913618525,0.09880071729421616,0.32001844632128873,0.6996100768446922,0.6467790941397349,0.004021568473156852,0.993219448129336,42.4122819503675,962.2316043930471,38.91361271549875,2153.508253853877,41.903287698228226,1081.8798754869026,41.40847287711022,1212.4407498640107,43.85980858086513,689.48838433525,42.4122819503675
35,9.53592628138261e-06,0.03066413525181512,0.004500271007612658,0.011707728632803385,0.09219891866048177,0.3215870547046264,0.7002479037145773,0.6423726399739583,0.003915077050526937,43.37178722630458,0.0317717464795957,0.0052594277939836806,0.014228882625078161,0.09883154422665635,0.32111757434904575,0.6989715953667959,0.64551431213816,0.004023032778059132,0.9933190656205019,42.369657842957096,971.7219832935535,38.87522823574729,2172.626080779969,41.782236708464765,1112.4593264619266,41.35060939181851,1228.702870883912,43.82728135994151,694.6718112366389,42.369657842957096
36,6.845404886779799e-06,0.030566402939148248,0.004445335049143372,0.011554449015529827,0.09265892028808594,0.31971921390543384,0.7001796396076679,0.6432779947916667,0.00389375368754069,43.50194771112895,0.03190238211148729,0.00534280845313333,0.014471701870206743,0.09918968665103117,0.3206401726851861,0.6994679237405459,0.6461358164747556,0.004107853539365654,0.9933214495579402,42.186005174760794,1013.6949774823165,38.78730112031657,2217.061294793491,41.55206215761967,1173.0096810331781,41.18290268245222,1277.0783543450802,43.611289120528475,730.0942030246861,42.186005174760794
37,4.73537788063002e-06,0.030646593822166324,0.004485755637676145,0.01169630209604899,0.0917321523030599,0.3210891809811195,0.7004012444118659,0.6428422037760416,0.003825379212697347,43.4010526892461,0.03161882897062848,0.005163834688331311,0.0139307727086513,0.10034224158152938,0.3182463979969422,0.6994076833128929,0.6473251320421696,0.004124856164950567,0.9933639066914718,42.51142652174552,940.5137734834881,38.9495631404466,2135.7553264824437,41.91419163493166,1079.1669805808829,41.459923889790595,1198.1616730641604,43.967948865745356,672.5319568290402,42.51142652174552
38,3.2188542810813714e-06,0.03063662383860598,0.0044819221476791425,0.011645119556536278,0.09346356709798177,0.32202864266932013,0.7000239993631839,0.6425874837239584,0.004017684459686279,43.42229311127688,0.03175183640172084,0.005245032257516868,0.01415765336714685,0.09770126494889458,0.32033128552138806,0.6994813757638136,0.6449437595903873,0.004044682675157674,0.9930334739387036,42.34889522093943,976.3786854258666,38.93272837353665,2144.05032484691,41.63431995445811,1151.0013068973387,41.33242416674371,1233.8586086608996,43.78707845492337,701.1322869275244,42.34889522093943
39,2.3051839604203314e-06,0.030678363479673863,0.004512263955548406,0.011746865352227662,0.0929882303873698,0.32144167203456164,0.7001225958267848,0.6425716145833333,0.003959747950236002,43.349282270098826,0.031834069080650805,0.0052940687804948535,0.014336101505129288,0.09858104130253195,0.32126074358820916,0.6993272018929323,0.6455644967655341,0.004074366591521539,0.9933226505915324,42.29239447966707,989.164141493689,38.841856146799444,2189.38529849093,41.70245993617689,1133.083247427968,41.282360018430744,1248.1644541032715,43.73924699023625,708.896958728476,42.29239447966707
40,2e-06,0.030679776549028853,0.004516239377553574,0.01174887175206095,0.09319511413574219,0.32118664527932805,0.7000983337064585,0.642740478515625,0.003982442220052083,43.32671831318042,0.03152397267986089,0.005089220665589285,0.013708615528109173,0.10042199604213238,0.31954185776412486,0.6994065880775452,0.6471310866375765,0.004119075234242094,0.9932714809974035,42.66389428735681,908.0680248766589,39.043139092205614,2090.2291640813246,42.011557536678836,1055.2419760887897,41.584027175739905,1164.40776954439,44.132211586138304,647.569899513775,42.66389428735681
