scene,frame,method,mse,psnr,ssim,static_mse,moving_mae
scene_5,22,ghost3dnr,0.0001134994,39.450066,0.991415,86.886063,102.832001
scene_5,23,noisy,0.0000968573,40.138676,0.989178,648.271973,58.296444
scene_5,23,2dnr,0.0000968085,40.140866,0.989185,646.462280,58.295986
scene_5,23,dataset_3dnr,0.0000385724,44.137229,0.994898,154.453003,53.785061
scene_5,23,ghost3dnr,0.0001163471,39.342444,0.991453,83.900208,98.226822
scene_5,24,noisy,0.0001134166,39.453235,0.987182,784.781006,62.539104
scene_5,24,2dnr,0.0001133718,39.454950,0.987190,783.174133,62.539070
scene_5,24,dataset_3dnr,0.0000402221,43.955354,0.994719,155.833832,55.071838
scene_5,24,ghost3dnr,0.0001152374,39.384067,0.991502,82.135437,95.831383
scene_5,25,noisy,0.0001126790,39.481571,0.987021,779.582092,62.549911
scene_5,25,2dnr,0.0001126351,39.483264,0.987029,777.987000,62.548100
scene_5,25,dataset_3dnr,0.0000405412,43.921037,0.994691,156.886246,55.598728
scene_5,25,ghost3dnr,0.0001186735,39.256463,0.990776,83.561035,95.636032
scene_5,26,noisy,0.0001145309,39.410774,0.986832,787.102966,62.928391
scene_5,26,2dnr,0.0001144868,39.412446,0.986842,785.554382,62.928917
scene_5,26,dataset_3dnr,0.0000402103,43.956631,0.994690,156.678513,54.823689
scene_5,26,ghost3dnr,0.0001169254,39.320910,0.990473,83.011414,93.256737
scene_5,27,noisy,0.0001125614,39.486104,0.987179,780.752991,62.671509
scene_5,27,2dnr,0.0001125171,39.487815,0.987187,779.139709,62.671070
scene_5,27,dataset_3dnr,0.0000410991,43.861678,0.994674,157.009155,56.503708
scene_5,27,ghost3dnr,0.0001207323,39.181767,0.990588,87.086342,94.986061
scene_5,28,noisy,0.0001143053,39.419338,0.986948,788.954590,63.118824
scene_5,28,2dnr,0.0001142604,39.421043,0.986957,787.341125,63.119274
scene_5,28,dataset_3dnr,0.0000404621,43.929521,0.994734,156.937515,54.829144
scene_5,28,ghost3dnr,0.0001174723,39.300644,0.990546,87.000122,90.885559
scene_5,29,noisy,0.0001134019,39.453798,0.986988,781.688171,62.541752
scene_5,29,2dnr,0.0001133577,39.455492,0.986997,780.083252,62.540276
scene_5,29,dataset_3dnr,0.0000406054,43.914157,0.994646,156.607666,55.587166
scene_5,29,ghost3dnr,0.0001191460,39.239205,0.990166,86.614265,90.349945
scene_5,30,noisy,0.0001132763,39.458610,0.986929,778.303467,62.856262
scene_5,30,2dnr,0.0001132310,39.460347,0.986937,776.710449,62.856281
scene_5,30,dataset_3dnr,0.0000400062,43.978728,0.994779,156.891434,54.962639
scene_5,30,ghost3dnr,0.0001219189,39.139290,0.991122,87.055908,92.602158
scene_5,31,noisy,0.0001129883,39.469665,0.986735,781.779907,63.061352
scene_5,31,2dnr,0.0001129445,39.471351,0.986743,780.157898,63.061935
scene_5,31,dataset_3dnr,0.0000411291,43.858504,0.994688,157.720596,55.807716
scene_5,31,ghost3dnr,0.0001279833,38.928468,0.990551,86.187256,94.404594
scene_5,32,noisy,0.0001127170,39.480104,0.986974,781.490173,62.498917
scene_5,32,2dnr,0.0001126732,39.481793,0.986981,779.874634,62.498745
scene_5,32,dataset_3dnr,0.0000410389,43.868038,0.994683,158.140045,55.537510
scene_5,32,ghost3dnr,0.0001174982,39.299689,0.990894,85.750046,89.275101
scene_5,33,noisy,0.0001126790,39.481569,0.987141,782.554626,62.049656
scene_5,33,2dnr,0.0001126339,39.483309,0.987152,780.931152,62.049076
scene_5,33,dataset_3dnr,0.0000411453,43.856800,0.994663,157.060333,55.949768
scene_5,33,ghost3dnr,0.0001079298,39.668586,0.991133,83.455437,88.463875
scene_5,34,noisy,0.0001127097,39.480388,0.987078,782.160461,62.038456
scene_5,34,2dnr,0.0001126650,39.482109,0.987085,780.597839,62.037331
scene_5,34,dataset_3dnr,0.0000427122,43.694485,0.994668,157.846848,56.137909
scene_5,34,ghost3dnr,0.0001150063,39.392783,0.990523,88.891357,91.700317
scene_5,35,noisy,0.0001140781,39.427979,0.986892,791.070679,61.343506
scene_5,35,2dnr,0.0001140350,39.429620,0.986899,789.458435,61.343601
scene_5,35,dataset_3dnr,0.0000413516,43.835076,0.994695,158.465530,54.514500
scene_5,35,ghost3dnr,0.0001379621,38.602401,0.990418,93.421890,112.601204
scene_5,36,noisy,0.0001145130,39.411452,0.987034,793.459839,61.843143
scene_5,36,2dnr,0.0001144686,39.413136,0.987043,791.878723,61.843002
scene_5,36,dataset_3dnr,0.0000414479,43.824972,0.994669,157.625076,55.230164
scene_5,36,ghost3dnr,0.0001372038,38.626338,0.990023,94.514328,106.174896
scene_5,37,noisy,0.0001126973,39.480865,0.987199,775.566223,61.436283
scene_5,37,2dnr,0.0001126530,39.482572,0.987205,773.979797,61.436363
scene_5,37,dataset_3dnr,0.0000412040,43.850609,0.994686,156.753922,54.953461
scene_5,37,ghost3dnr,0.0001259288,38.998748,0.990224,91.688499,99.133377
scene_5,38,noisy,0.0001078186,39.673063,0.987899,734.438782,60.085705
scene_5,38,2dnr,0.0001077737,39.674871,0.987907,732.767944,60.086155
scene_5,38,dataset_3dnr,0.0000403502,43.941544,0.994742,156.597443,53.664043
scene_5,38,ghost3dnr,0.0001226241,39.114242,0.990126,89.292603,96.712074
scene_5,39,noisy,0.0001129775,39.470082,0.986964,781.609985,61.072960
scene_5,39,2dnr,0.0001129334,39.471776,0.986971,780.002686,61.073048
scene_5,39,dataset_3dnr,0.0000404783,43.927773,0.994767,156.308426,53.449314
scene_5,39,ghost3dnr,0.0001109084,39.550356,0.990559,86.126518,88.929443
scene_5,40,noisy,0.0001127271,39.479717,0.987033,782.239990,61.245892
scene_5,40,2dnr,0.0001126830,39.481418,0.987043,780.614136,61.245655
scene_5,40,dataset_3dnr,0.0000410531,43.866544,0.994735,156.303848,54.787510
scene_5,40,ghost3dnr,0.0001116138,39.522820,0.990656,83.483276,93.294159
scene_5,41,noisy,0.0001128554,39.474775,0.987054,785.656860,60.940166
scene_5,41,2dnr,0.0001128106,39.476500,0.987060,784.029602,60.940460
scene_5,41,dataset_3dnr,0.0000404652,43.929183,0.994874,155.538605,53.902966
scene_5,41,ghost3dnr,0.0001219965,39.136526,0.990242,82.927208,94.176903
scene_5,42,noisy,0.0001132619,39.459161,0.987058,785.646667,60.940788
scene_5,42,2dnr,0.0001132186,39.460823,0.987068,784.074341,60.940994
scene_5,42,dataset_3dnr,0.0000402882,43.948226,0.994786,156.572891,53.545780
scene_5,42,ghost3dnr,0.0001319435,38.796119,0.989458,84.494652,95.024284
scene_5,43,noisy,0.0001130616,39.466850,0.986948,782.628113,61.203251
scene_5,43,2dnr,0.0001130175,39.468543,0.986958,781.012817,61.202820
scene_5,43,dataset_3dnr,0.0000403385,43.942808,0.994811,156.042847,53.935184
scene_5,43,ghost3dnr,0.0001290117,38.893710,0.990376,82.770576,91.325897
scene_5,44,noisy,0.0001131536,39.463316,0.986956,782.913879,61.157669
scene_5,44,2dnr,0.0001131096,39.465006,0.986965,781.345825,61.157650
scene_5,44,dataset_3dnr,0.0000404918,43.926325,0.994755,157.049683,53.630898
scene_5,44,ghost3dnr,0.0001318972,38.797644,0.989614,82.634491,90.457108
scene_5,45,noisy,0.0001129566,39.470884,0.986958,782.548096,61.220459
scene_5,45,2dnr,0.0001129113,39.472628,0.986966,780.948547,61.218906
scene_5,45,dataset_3dnr,0.0000407238,43.901512,0.994791,156.830322,54.036396
scene_5,45,ghost3dnr,0.0001454134,38.373956,0.989706,82.057808,96.961052
scene_5,46,noisy,0.0001132980,39.457777,0.987005,786.166626,61.057701
scene_5,46,2dnr,0.0001132540,39.459464,0.987015,784.571228,61.057541
scene_5,46,dataset_3dnr,0.0000406140,43.913242,0.994742,159.200974,53.537220
scene_5,46,ghost3dnr,0.0001593104,37.977558,0.988798,82.055611,98.457916
scene_5,47,noisy,0.0001136325,39.444974,0.986918,785.934509,61.115898
scene_5,47,2dnr,0.0001135878,39.446683,0.986926,784.340576,61.116020
scene_5,47,dataset_3dnr,0.0000403345,43.943233,0.994752,157.651581,53.502903
scene_5,47,ghost3dnr,0.0001695218,37.707743,0.988623,81.874420,99.600281
scene_5,48,noisy,0.0001127256,39.479775,0.987100,779.759338,60.811680
scene_5,48,2dnr,0.0001126815,39.481473,0.987108,778.139954,60.811584
scene_5,48,dataset_3dnr,0.0000406665,43.907627,0.994724,156.626724,53.993240
scene_5,48,ghost3dnr,0.0001707241,37.677051,0.987995,82.220222,97.555588
scene_5,49,noisy,0.0001064595,39.728156,0.988059,730.087646,59.672726
scene_5,49,2dnr,0.0001064131,39.730048,0.988067,728.405518,59.671963
scene_5,49,dataset_3dnr,0.0000399200,43.988098,0.994780,157.857986,53.711185
scene_5,49,ghost3dnr,0.0001728665,37.622891,0.987970,81.961105,101.598213
scene_5,50,noisy,0.0001130600,39.466909,0.987111,779.404114,61.136875
scene_5,50,2dnr,0.0001130157,39.468613,0.987120,777.809387,61.136242
scene_5,50,dataset_3dnr,0.0000421630,43.750687,0.994668,157.789749,55.716732
scene_5,50,ghost3dnr,0.0001721082,37.641984,0.987019,81.071419,101.074921
scene_5,51,noisy,0.0001124835,39.489112,0.986895,777.241455,60.603207
scene_5,51,2dnr,0.0001124386,39.490844,0.986905,775.646057,60.602814
scene_5,51,dataset_3dnr,0.0000417272,43.795803,0.994739,156.493454,54.331947
scene_5,51,ghost3dnr,0.0001721094,37.641953,0.986987,82.475555,97.825066
scene_5,52,noisy,0.0001129397,39.471535,0.987072,782.640869,60.714241
scene_5,52,2dnr,0.0001128953,39.473243,0.987078,781.048584,60.714584
scene_5,52,dataset_3dnr,0.0000410575,43.866080,0.994598,157.592697,53.291359
scene_5,52,ghost3dnr,0.0001646458,37.834492,0.986538,86.012222,93.760429
scene_5,53,noisy,0.0001135261,39.449043,0.987045,785.237549,60.927021
scene_5,53,2dnr,0.0001134814,39.450754,0.987055,783.624939,60.926117
scene_5,53,dataset_3dnr,0.0000416421,43.804674,0.994553,158.779144,53.745018
scene_5,53,ghost3dnr,0.0001677305,37.753879,0.985981,86.883102,99.275551
scene_5,54,noisy,0.0001125114,39.488036,0.987074,780.586487,60.643795
scene_5,54,2dnr,0.0001124669,39.489752,0.987078,778.993896,60.643902
scene_5,54,dataset_3dnr,0.0000412765,43.842974,0.994691,157.400009,54.500847
scene_5,54,ghost3dnr,0.0001637430,37.858374,0.986293,86.384171,99.894653
scene_5,55,noisy,0.0001132381,39.460073,0.986800,785.582153,61.103725
scene_5,55,2dnr,0.0001131942,39.461759,0.986810,783.984131,61.103344
scene_5,55,dataset_3dnr,0.0000409116,43.881536,0.994800,158.372208,54.082783
scene_5,55,ghost3dnr,0.0001629274,37.880060,0.985912,86.547081,99.289154
scene_5,56,noisy,0.0001127377,39.479307,0.987146,779.257324,61.125137
scene_5,56,2dnr,0.0001126921,39.481063,0.987154,777.615662,61.124516
scene_5,56,dataset_3dnr,0.0000404711,43.928554,0.994739,158.152618,54.073433
scene_5,56,ghost3dnr,0.0001469440,38.328480,0.987134,86.092522,95.262245
scene_5,57,noisy,0.0001127526,39.478733,0.987233,778.918945,60.924294
scene_5,57,2dnr,0.0001127088,39.480420,0.987240,777.310242,60.924763
scene_5,57,dataset_3dnr,0.0000405661,43.918363,0.994715,156.885498,53.913815
scene_5,57,ghost3dnr,0.0001461555,38.351848,0.987017,84.752136,95.777733
scene_5,58,noisy,0.0001138733,39.435781,0.986831,792.101013,60.962811
scene_5,58,2dnr,0.0001138294,39.437457,0.986839,790.499695,60.963036
scene_5,58,dataset_3dnr,0.0000416516,43.803682,0.994640,161.156616,54.162617
scene_5,58,ghost3dnr,0.0001501071,38.235987,0.987797,85.333359,98.406769
scene_5,59,noisy,0.0001144579,39.413541,0.986785,790.612976,62.250309
scene_5,59,2dnr,0.0001144130,39.415246,0.986792,789.031555,62.250504
scene_5,59,dataset_3dnr,0.0000413118,43.839257,0.994708,158.510696,55.198444
scene_5,59,ghost3dnr,0.0001468514,38.331220,0.987453,83.084595,94.839607
scene_5,60,noisy,0.0001138632,39.436164,0.986882,788.041016,61.482685
scene_5,60,2dnr,0.0001138189,39.437856,0.986889,786.439087,61.482426
scene_5,60,dataset_3dnr,0.0000415473,43.814568,0.994690,160.178543,53.969723
scene_5,60,ghost3dnr,0.0001498910,38.242245,0.987982,88.548721,97.665359
scene_5,61,noisy,0.0001141911,39.423678,0.986754,794.065857,62.056755
scene_5,61,2dnr,0.0001141465,39.425374,0.986763,792.449280,62.057217
scene_5,61,dataset_3dnr,0.0000411943,43.851628,0.994754,160.400894,54.349514
scene_5,61,ghost3dnr,0.0001492627,38.260486,0.988294,89.162033,99.203857
scene_5,62,noisy,0.0001140124,39.430480,0.987072,788.525696,61.666584
scene_5,62,2dnr,0.0001139686,39.432148,0.987078,786.933838,61.666676
scene_5,62,dataset_3dnr,0.0000413832,43.831758,0.994753,159.429550,55.203823
scene_5,62,ghost3dnr,0.0001575940,38.024603,0.987904,90.141815,101.878487
scene_5,63,noisy,0.0001126361,39.483224,0.987169,777.383179,61.743813
scene_5,63,2dnr,0.0001125914,39.484947,0.987177,775.756897,61.743862
scene_5,63,dataset_3dnr,0.0000411576,43.855501,0.994681,156.665726,55.177143
scene_5,63,ghost3dnr,0.0001631215,37.874889,0.987481,88.236252,103.727058
scene_5,64,noisy,0.0001124924,39.488767,0.987146,776.003784,61.339428
scene_5,64,2dnr,0.0001124490,39.490444,0.987151,774.410034,61.338894
scene_5,64,dataset_3dnr,0.0000409592,43.876486,0.994747,156.497147,54.564568
scene_5,64,ghost3dnr,0.0001750439,37.568530,0.987676,95.380943,112.663910
scene_5,65,noisy,0.0001135197,39.449289,0.986944,785.822510,61.969265
scene_5,65,2dnr,0.0001134766,39.450935,0.986953,784.224121,61.968639
scene_5,65,dataset_3dnr,0.0000412736,43.843277,0.994717,156.493347,54.959511
scene_5,65,ghost3dnr,0.0001784580,37.484640,0.987756,92.199989,110.923401
scene_5,66,noisy,0.0001127599,39.478454,0.987083,777.603882,61.579514
scene_5,66,2dnr,0.0001127155,39.480165,0.987092,776.017029,61.579227
scene_5,66,dataset_3dnr,0.0000405377,43.921409,0.994810,154.750153,54.210873
scene_5,66,ghost3dnr,0.0001670315,37.772017,0.988283,88.035385,105.271866
scene_5,67,noisy,0.0001135200,39.449275,0.986918,782.530640,62.179440
scene_5,67,2dnr,0.0001134768,39.450929,0.986926,780.936279,62.178997
scene_5,67,dataset_3dnr,0.0000406230,43.912277,0.994788,154.944977,55.100574
scene_5,67,ghost3dnr,0.0001706997,37.677672,0.987789,85.997955,107.856056
scene_5,68,noisy,0.0001143005,39.419520,0.986638,791.580444,62.150398
scene_5,68,2dnr,0.0001142568,39.421181,0.986646,789.938721,62.150169
scene_5,68,dataset_3dnr,0.0000412576,43.844957,0.994746,157.018158,55.197475
scene_5,68,ghost3dnr,0.0001682189,37.741252,0.988375,89.798492,104.056274
scene_5,69,noisy,0.0001121284,39.502843,0.986990,778.957458,61.710487
scene_5,69,2dnr,0.0001120839,39.504568,0.986997,777.334900,61.710320
scene_5,69,dataset_3dnr,0.0000405597,43.919050,0.994842,155.860626,54.665844
scene_5,69,ghost3dnr,0.0001666768,37.781249,0.987993,87.700615,101.290138
scene_5,70,noisy,0.0001130387,39.467730,0.987157,781.963806,61.641655
scene_5,70,2dnr,0.0001129954,39.469394,0.987166,780.391602,61.641846
scene_5,70,dataset_3dnr,0.0000403291,43.943815,0.994774,156.235550,54.505054
scene_5,70,ghost3dnr,0.0001574441,38.028736,0.989111,87.582481,95.920975
scene_5,71,noisy,0.0001129927,39.469495,0.986998,784.671753,62.223518
scene_5,71,2dnr,0.0001129480,39.471215,0.987006,783.043945,62.222866
scene_5,71,dataset_3dnr,0.0000402485,43.952503,0.994730,156.589218,54.210365
scene_5,71,ghost3dnr,0.0001506358,38.220719,0.989357,87.154755,98.118935
scene_5,72,noisy,0.0001135120,39.449581,0.986957,787.007568,61.609562
scene_5,72,2dnr,0.0001134683,39.451254,0.986965,785.389282,61.609528
scene_5,72,dataset_3dnr,0.0000403345,43.943231,0.994751,155.379135,54.223785
scene_5,72,ghost3dnr,0.0001462459,38.349162,0.989187,85.278137,98.447845
scene_5,73,noisy,0.0001131536,39.463316,0.986928,782.599731,62.063869
scene_5,73,2dnr,0.0001131092,39.465019,0.986938,781.016602,62.062885
scene_5,73,dataset_3dnr,0.0000406477,43.909639,0.994665,155.727692,54.706760
scene_5,73,ghost3dnr,0.0001609698,37.932556,0.989812,83.772583,103.696716
scene_5,74,noisy,0.0001130685,39.466584,0.986919,780.439392,62.130394
scene_5,74,2dnr,0.0001130232,39.468322,0.986926,778.798096,62.130440
scene_5,74,dataset_3dnr,0.0000406676,43.907516,0.994702,154.501694,55.243759
scene_5,74,ghost3dnr,0.0001614950,37.918408,0.988591,82.038673,103.799026
scene_5,75,noisy,0.0001043770,39.813953,0.988194,711.445007,59.879265
scene_5,75,2dnr,0.0001043301,39.815905,0.988203,709.707581,59.879539
scene_5,75,dataset_3dnr,0.0000396677,44.015633,0.994867,155.329132,54.258942
scene_5,75,ghost3dnr,0.0001652013,37.819865,0.989544,80.862083,99.253227
scene_5,76,noisy,0.0001128744,39.474044,0.987085,783.906494,61.782413
scene_5,76,2dnr,0.0001128299,39.475759,0.987093,782.294739,61.782921
scene_5,76,dataset_3dnr,0.0000404766,43.927961,0.994784,155.856430,55.035046
scene_5,76,ghost3dnr,0.0001665557,37.784406,0.988586,82.055946,97.507072
scene_5,77,noisy,0.0000984731,40.066822,0.989048,662.721252,58.636543
scene_5,77,2dnr,0.0000984234,40.069016,0.989059,660.934814,58.635193
scene_5,77,dataset_3dnr,0.0000389055,44.099889,0.994895,153.346008,53.949368
scene_5,77,ghost3dnr,0.0001531163,38.149787,0.989092,79.160736,95.329559
scene_5,78,noisy,0.0001133894,39.454277,0.986879,786.928528,62.011173
scene_5,78,2dnr,0.0001133454,39.455962,0.986888,785.320923,62.010235
scene_5,78,dataset_3dnr,0.0000400815,43.970556,0.994757,154.642242,54.498360
scene_5,78,ghost3dnr,0.0001520579,38.179911,0.988853,80.352531,94.629295
scene_5,79,noisy,0.0001134195,39.453122,0.987063,779.472839,61.804371
scene_5,79,2dnr,0.0001133751,39.454822,0.987072,777.876099,61.803326
scene_5,79,dataset_3dnr,0.0000402532,43.952000,0.994799,156.704254,54.705486
scene_5,79,ghost3dnr,0.0001492471,38.260940,0.989360,78.746208,95.895737
scene_5,80,noisy,0.0001125734,39.485642,0.987173,780.948364,61.868412
scene_5,80,2dnr,0.0001125286,39.487371,0.987180,779.325928,61.867695
scene_5,80,dataset_3dnr,0.0000402566,43.951631,0.994845,156.493240,54.653679
scene_5,80,ghost3dnr,0.0001452206,38.379717,0.989339,81.417770,92.888031
scene_5,81,noisy,0.0001121628,39.501512,0.987009,776.025940,61.694962
scene_5,81,2dnr,0.0001121189,39.503213,0.987016,774.417236,61.695419
scene_5,81,dataset_3dnr,0.0000406722,43.907025,0.994669,155.537521,55.160954
scene_5,81,ghost3dnr,0.0001435298,38.430580,0.989667,80.880501,94.995911
scene_5,82,noisy,0.0001135395,39.448531,0.986952,782.895325,62.029877
scene_5,82,2dnr,0.0001134948,39.450241,0.986960,781.312256,62.030697
scene_5,82,dataset_3dnr,0.0000416624,43.802554,0.994708,157.114349,55.185963
scene_5,82,ghost3dnr,0.0001469885,38.327166,0.989745,81.633789,95.738403
scene_5,83,noisy,0.0001132800,39.458466,0.986966,790.655273,61.744560
scene_5,83,2dnr,0.0001132364,39.460141,0.986974,789.054077,61.745213
scene_5,83,dataset_3dnr,0.0000407041,43.903618,0.994751,157.360687,55.614651
scene_5,83,ghost3dnr,0.0001482314,38.290599,0.989676,85.136726,97.704285
scene_5,84,noisy,0.0001131689,39.462729,0.987061,778.968689,62.124935
scene_5,84,2dnr,0.0001131242,39.464444,0.987070,777.340393,62.125366
scene_5,84,dataset_3dnr,0.0000416665,43.802134,0.994646,157.088287,55.167210
scene_5,84,ghost3dnr,0.0001558274,38.073562,0.989215,90.066620,95.590775
scene_5,85,noisy,0.0001127779,39.477760,0.986998,779.905334,61.624775
scene_5,85,2dnr,0.0001127326,39.479504,0.987005,778.275391,61.624466
scene_5,85,dataset_3dnr,0.0000402755,43.949592,0.994739,156.680130,54.565826
scene_5,85,ghost3dnr,0.0001504445,38.226238,0.990039,87.067482,93.053574
