scene,frame,method,mse,psnr,ssim,static_mse,moving_mae
scene_8,26,dataset_3dnr,0.0000104213,49.820771,0.997782,68.821404,20.090179
scene_8,26,ghost3dnr,0.0007727016,31.119882,0.965563,45.679375,197.444916
scene_8,27,noisy,0.0000415749,43.811691,0.992348,445.804047,21.442171
scene_8,27,2dnr,0.0000414892,43.820654,0.992370,443.963715,21.435095
scene_8,27,dataset_3dnr,0.0000096820,50.140338,0.997851,68.091537,19.378719
scene_8,27,ghost3dnr,0.0007729085,31.118719,0.965641,45.774178,199.863083
scene_8,28,noisy,0.0000433205,43.633068,0.992029,458.673065,21.258793
scene_8,28,2dnr,0.0000432359,43.641559,0.992050,456.828766,21.252701
scene_8,28,dataset_3dnr,0.0000098592,50.061590,0.997737,68.986359,19.161654
scene_8,28,ghost3dnr,0.0007396075,31.309987,0.965701,45.008812,183.596390
scene_8,29,noisy,0.0000423459,43.731890,0.992266,453.291473,21.580229
scene_8,29,2dnr,0.0000422604,43.740661,0.992285,451.446014,21.573679
scene_8,29,dataset_3dnr,0.0000105272,49.776878,0.997525,70.105995,19.981964
scene_8,29,ghost3dnr,0.0007126887,31.471001,0.965783,47.847313,180.922882
scene_8,30,noisy,0.0000426011,43.705788,0.992232,447.709076,20.907408
scene_8,30,2dnr,0.0000425162,43.714459,0.992252,445.875397,20.900356
scene_8,30,dataset_3dnr,0.0000099925,50.003262,0.997727,66.389229,19.214504
scene_8,30,ghost3dnr,0.0007078573,31.500543,0.962865,50.065735,195.354446
scene_8,31,noisy,0.0000417320,43.795304,0.992302,446.270416,21.212744
scene_8,31,2dnr,0.0000416475,43.804114,0.992325,444.428894,21.208317
scene_8,31,dataset_3dnr,0.0000109336,49.612359,0.997758,72.265373,19.487278
scene_8,31,ghost3dnr,0.0006932071,31.591370,0.962673,50.849281,193.153030
scene_8,32,noisy,0.0000420713,43.760145,0.992323,450.168518,22.744511
scene_8,32,2dnr,0.0000419875,43.768798,0.992347,448.346954,22.739153
scene_8,32,dataset_3dnr,0.0000117015,49.317590,0.997625,73.369774,21.736794
scene_8,32,ghost3dnr,0.0007426802,31.291982,0.960820,52.940693,205.963348
scene_8,33,noisy,0.0000420892,43.758288,0.992330,446.859650,20.616720
scene_8,33,2dnr,0.0000420046,43.767031,0.992350,445.016602,20.609577
scene_8,33,dataset_3dnr,0.0000111457,49.528930,0.997688,69.138039,19.000090
scene_8,33,ghost3dnr,0.0007791774,31.083636,0.960147,51.439178,224.553253
scene_8,34,noisy,0.0000419058,43.777255,0.992344,446.971069,23.079039
scene_8,34,2dnr,0.0000418198,43.786185,0.992365,445.112762,23.074007
scene_8,34,dataset_3dnr,0.0000112494,49.488717,0.997709,74.962112,19.972731
scene_8,34,ghost3dnr,0.0008287103,30.815972,0.961981,50.260574,203.027451
scene_8,35,noisy,0.0000429593,43.669423,0.992178,455.376190,20.779673
scene_8,35,2dnr,0.0000428747,43.677987,0.992198,453.521423,20.774178
scene_8,35,dataset_3dnr,0.0000097245,50.121316,0.997906,67.514771,19.044920
scene_8,35,ghost3dnr,0.0008342842,30.786860,0.963834,46.195732,210.685226
scene_8,36,noisy,0.0000437865,43.586602,0.992076,467.221863,21.527506
scene_8,36,2dnr,0.0000437028,43.594908,0.992097,465.418365,21.522778
scene_8,36,dataset_3dnr,0.0000102507,49.892464,0.997728,68.794830,19.852530
scene_8,36,ghost3dnr,0.0008564378,30.673042,0.964121,48.482601,204.278839
scene_8,37,noisy,0.0000414253,43.827348,0.992486,445.077942,20.366802
scene_8,37,2dnr,0.0000413402,43.836279,0.992510,443.233582,20.358433
scene_8,37,dataset_3dnr,0.0000095962,50.179023,0.997813,67.143166,18.793621
scene_8,37,ghost3dnr,0.0008473792,30.719222,0.964705,45.512177,195.000244
scene_8,38,noisy,0.0000366882,44.354734,0.993386,388.959900,19.576160
scene_8,38,2dnr,0.0000365994,44.365258,0.993410,387.029083,19.568363
scene_8,38,dataset_3dnr,0.0000087731,50.568453,0.998032,64.616463,18.163774
scene_8,38,ghost3dnr,0.0008487381,30.712263,0.966234,40.318657,199.596039
scene_8,39,noisy,0.0000418544,43.782588,0.992314,445.843750,21.552336
scene_8,39,2dnr,0.0000417688,43.791483,0.992338,443.995239,21.544724
scene_8,39,dataset_3dnr,0.0000101981,49.914808,0.997870,64.909531,20.349026
scene_8,39,ghost3dnr,0.0008650041,30.629818,0.964507,42.827286,201.023926
scene_8,40,noisy,0.0000416659,43.802191,0.992530,446.200806,20.861519
scene_8,40,2dnr,0.0000415801,43.811146,0.992552,444.342987,20.852797
scene_8,40,dataset_3dnr,0.0000097148,50.125680,0.997924,65.081429,19.111071
scene_8,40,ghost3dnr,0.0008476214,30.717981,0.965675,37.814938,201.433197
scene_8,41,noisy,0.0000419720,43.770398,0.992350,447.134430,21.755487
scene_8,41,2dnr,0.0000418867,43.779241,0.992371,445.282440,21.746719
scene_8,41,dataset_3dnr,0.0000094200,50.259502,0.997989,66.524300,19.475216
scene_8,41,ghost3dnr,0.0008299345,30.809562,0.966091,36.225777,186.239365
scene_8,42,noisy,0.0000423175,43.734801,0.992245,449.262787,20.880409
scene_8,42,2dnr,0.0000422328,43.743501,0.992267,447.427734,20.875334
scene_8,42,dataset_3dnr,0.0000094329,50.253530,0.997875,65.731926,19.289391
scene_8,42,ghost3dnr,0.0008215577,30.853620,0.966379,39.759995,189.850647
scene_8,43,noisy,0.0000419370,43.774029,0.992283,449.289215,20.528606
scene_8,43,2dnr,0.0000418523,43.782802,0.992304,447.463043,20.522558
scene_8,43,dataset_3dnr,0.0000096227,50.167016,0.997826,66.773598,19.098600
scene_8,43,ghost3dnr,0.0008356916,30.779539,0.965593,40.594730,192.912170
scene_8,44,noisy,0.0000419917,43.768362,0.992312,446.885529,20.689241
scene_8,44,2dnr,0.0000419069,43.777144,0.992334,445.028656,20.684217
scene_8,44,dataset_3dnr,0.0000094393,50.250584,0.997875,65.914749,19.184433
scene_8,44,ghost3dnr,0.0008629308,30.640240,0.966535,38.405670,195.573425
scene_8,45,noisy,0.0000418905,43.778842,0.992287,444.250519,20.531101
scene_8,45,2dnr,0.0000418056,43.787660,0.992309,442.394440,20.523499
scene_8,45,dataset_3dnr,0.0000092470,50.339995,0.997947,65.935768,19.020880
scene_8,45,ghost3dnr,0.0008692407,30.608599,0.968077,35.399517,199.426025
scene_8,46,noisy,0.0000424646,43.719735,0.992113,455.071747,20.896379
scene_8,46,2dnr,0.0000423806,43.728325,0.992134,453.251862,20.890446
scene_8,46,dataset_3dnr,0.0000093682,50.283433,0.997928,66.561485,19.357536
scene_8,46,ghost3dnr,0.0009097334,30.410859,0.968286,36.173462,208.433029
scene_8,47,noisy,0.0000426079,43.705101,0.992183,455.230774,21.042749
scene_8,47,2dnr,0.0000425242,43.713639,0.992204,453.413635,21.037693
scene_8,47,dataset_3dnr,0.0000098088,50.083829,0.997853,66.780701,19.436039
scene_8,47,ghost3dnr,0.0009335799,30.298485,0.967469,35.707745,214.701843
scene_8,48,noisy,0.0000416286,43.806084,0.992343,446.849487,20.639082
scene_8,48,2dnr,0.0000415437,43.814947,0.992364,445.016815,20.629488
scene_8,48,dataset_3dnr,0.0000094760,50.233760,0.997911,66.480011,19.087385
scene_8,48,ghost3dnr,0.0009822247,30.077891,0.965992,36.776669,231.485077
scene_8,49,noisy,0.0000352601,44.527166,0.993467,377.789673,19.127186
scene_8,49,2dnr,0.0000351706,44.538202,0.993492,375.819855,19.121622
scene_8,49,dataset_3dnr,0.0000086516,50.629038,0.998019,63.930672,18.199272
scene_8,49,ghost3dnr,0.0010249281,29.893066,0.963192,38.106865,243.278809
scene_8,50,noisy,0.0000417622,43.792170,0.992353,442.065948,21.022236
scene_8,50,2dnr,0.0000416777,43.800967,0.992375,440.234497,21.013401
scene_8,50,dataset_3dnr,0.0000103484,49.851276,0.997690,69.435600,19.539001
scene_8,50,ghost3dnr,0.0010544850,29.769596,0.962739,40.026680,250.819351
scene_8,51,noisy,0.0000415781,43.811359,0.992255,448.533142,20.476898
scene_8,51,2dnr,0.0000414932,43.820235,0.992278,446.689850,20.468575
scene_8,51,dataset_3dnr,0.0000095890,50.182245,0.997798,66.343697,18.880171
scene_8,51,ghost3dnr,0.0010537179,29.772756,0.962192,42.341919,252.357635
scene_8,52,noisy,0.0000416632,43.802471,0.992364,447.399261,20.860077
scene_8,52,2dnr,0.0000415789,43.811275,0.992385,445.570587,20.852148
scene_8,52,dataset_3dnr,0.0000093230,50.304449,0.997866,65.949242,18.975740
scene_8,52,ghost3dnr,0.0010529816,29.775792,0.962591,43.351864,256.761475
scene_8,53,noisy,0.0000424615,43.720048,0.992280,449.011902,21.559439
scene_8,53,2dnr,0.0000423777,43.728630,0.992302,447.195801,21.551123
scene_8,53,dataset_3dnr,0.0000101087,49.953066,0.997817,69.828590,19.489851
scene_8,53,ghost3dnr,0.0010196321,29.915565,0.962698,43.518101,247.988937
scene_8,54,noisy,0.0000415942,43.809668,0.992380,445.466492,20.425735
scene_8,54,2dnr,0.0000415101,43.818463,0.992403,443.650513,20.418623
scene_8,54,dataset_3dnr,0.0000093813,50.277392,0.997919,65.730225,18.886211
scene_8,54,ghost3dnr,0.0009899518,30.043860,0.961825,42.039726,250.744629
scene_8,55,noisy,0.0000420699,43.760285,0.992236,447.072937,20.888910
scene_8,55,2dnr,0.0000419851,43.769051,0.992258,445.237396,20.880938
scene_8,55,dataset_3dnr,0.0000093623,50.286170,0.997929,66.332306,18.982847
scene_8,55,ghost3dnr,0.0009345827,30.293822,0.961218,41.373669,250.451187
scene_8,56,noisy,0.0000415528,43.813998,0.992354,445.946136,20.720726
scene_8,56,2dnr,0.0000414676,43.822911,0.992377,444.101349,20.710096
scene_8,56,dataset_3dnr,0.0000089568,50.478490,0.997961,64.880310,18.825825
scene_8,56,ghost3dnr,0.0009028776,30.443711,0.961503,39.604950,262.846924
scene_8,57,noisy,0.0000417124,43.797351,0.992244,445.757812,21.300713
scene_8,57,2dnr,0.0000416285,43.806088,0.992265,443.934357,21.291193
scene_8,57,dataset_3dnr,0.0000094587,50.241670,0.997875,65.806427,19.413103
scene_8,57,ghost3dnr,0.0009074495,30.421775,0.961476,38.368210,271.662537
scene_8,58,noisy,0.0000428386,43.681650,0.992027,455.349640,21.670595
scene_8,58,2dnr,0.0000427542,43.690217,0.992050,453.514679,21.657993
scene_8,58,dataset_3dnr,0.0000110199,49.578228,0.997589,73.266655,19.744560
scene_8,58,ghost3dnr,0.0009262229,30.332845,0.962972,39.024567,271.017700
scene_8,59,noisy,0.0000434094,43.624167,0.992017,462.656219,21.808971
scene_8,59,2dnr,0.0000433254,43.632575,0.992038,460.838379,21.796829
scene_8,59,dataset_3dnr,0.0000095657,50.192816,0.997836,67.350998,19.426846
scene_8,59,ghost3dnr,0.0009282845,30.323189,0.962883,36.596298,262.763641
scene_8,60,noisy,0.0000428497,43.680525,0.992139,459.323822,22.011679
scene_8,60,2dnr,0.0000427656,43.689056,0.992161,457.482971,22.001339
scene_8,60,dataset_3dnr,0.0000102897,49.875993,0.997769,71.634689,19.650490
scene_8,60,ghost3dnr,0.0009237613,30.344402,0.963260,42.191998,260.475403
scene_8,61,noisy,0.0000431239,43.652817,0.992187,457.378784,22.448462
scene_8,61,2dnr,0.0000430393,43.661344,0.992207,455.539062,22.438257
scene_8,61,dataset_3dnr,0.0000102385,49.897649,0.997809,70.343338,20.201565
scene_8,61,ghost3dnr,0.0009476622,30.233465,0.962659,44.700745,280.065643
scene_8,62,noisy,0.0000428894,43.676503,0.992148,466.796295,22.130857
scene_8,62,2dnr,0.0000428055,43.685006,0.992169,464.996765,22.119352
scene_8,62,dataset_3dnr,0.0000094552,50.243310,0.997920,67.348457,19.917498
scene_8,62,ghost3dnr,0.0009486166,30.229093,0.962847,41.458229,268.848694
scene_8,63,noisy,0.0000415550,43.813764,0.992461,443.746155,21.508978
scene_8,63,2dnr,0.0000414701,43.822647,0.992483,441.894989,21.496748
scene_8,63,dataset_3dnr,0.0000089359,50.488638,0.997986,65.066887,19.493631
scene_8,63,ghost3dnr,0.0008841536,30.534723,0.964486,38.715359,257.624969
scene_8,64,noisy,0.0000413852,43.831551,0.992565,443.618134,22.242950
scene_8,64,2dnr,0.0000413010,43.840398,0.992587,441.775055,22.234985
scene_8,64,dataset_3dnr,0.0000090312,50.442522,0.997944,65.590240,19.942787
scene_8,64,ghost3dnr,0.0008312841,30.802505,0.965361,38.982685,255.229019
scene_8,65,noisy,0.0000423635,43.730084,0.992133,450.130585,22.605141
scene_8,65,2dnr,0.0000422791,43.738744,0.992154,448.316254,22.596399
scene_8,65,dataset_3dnr,0.0000100399,49.982688,0.997747,68.408226,20.617947
scene_8,65,ghost3dnr,0.0007513727,31.241446,0.966274,38.491543,241.628784
scene_8,66,noisy,0.0000416478,43.804076,0.992482,444.447632,22.719324
scene_8,66,2dnr,0.0000415625,43.812986,0.992504,442.581665,22.711941
scene_8,66,dataset_3dnr,0.0000091831,50.370084,0.997879,65.850784,20.667681
scene_8,66,ghost3dnr,0.0006786298,31.683671,0.968626,36.118523,219.972763
scene_8,67,noisy,0.0000424661,43.719575,0.992276,456.326996,22.104774
scene_8,67,2dnr,0.0000423815,43.728232,0.992297,454.498566,22.095819
scene_8,67,dataset_3dnr,0.0000092191,50.353100,0.997931,66.106461,20.425940
scene_8,67,ghost3dnr,0.0006316474,31.995253,0.971197,35.761227,213.521072
scene_8,68,noisy,0.0000435010,43.615009,0.991952,464.526031,21.992785
scene_8,68,2dnr,0.0000434169,43.623417,0.991974,462.683807,21.986189
scene_8,68,dataset_3dnr,0.0000099743,50.011162,0.997851,68.232834,20.366961
scene_8,68,ghost3dnr,0.0005967717,32.241918,0.973468,41.440823,202.299469
scene_8,69,noisy,0.0000412938,43.841151,0.992437,438.476898,20.948366
scene_8,69,2dnr,0.0000412082,43.850160,0.992460,436.613312,20.942476
scene_8,69,dataset_3dnr,0.0000093701,50.282543,0.997928,65.275719,19.537577
scene_8,69,ghost3dnr,0.0005840091,32.335804,0.974555,39.463100,201.973969
scene_8,70,noisy,0.0000422411,43.742644,0.992274,449.226593,22.021631
scene_8,70,2dnr,0.0000421568,43.751325,0.992295,447.408966,22.012371
scene_8,70,dataset_3dnr,0.0000092566,50.335500,0.997949,65.970322,20.051004
scene_8,70,ghost3dnr,0.0005913015,32.281910,0.975912,39.203644,213.093704
scene_8,71,noisy,0.0000418350,43.784601,0.992307,446.435333,21.690107
scene_8,71,2dnr,0.0000417501,43.793423,0.992329,444.609436,21.677402
scene_8,71,dataset_3dnr,0.0000093654,50.284746,0.997873,66.247421,19.832333
scene_8,71,ghost3dnr,0.0006035587,32.192805,0.975481,40.816185,213.536804
scene_8,72,noisy,0.0000424255,43.723733,0.992230,453.341827,21.551781
scene_8,72,2dnr,0.0000423415,43.732341,0.992251,451.518127,21.543676
scene_8,72,dataset_3dnr,0.0000096082,50.173579,0.997799,66.641617,19.809557
scene_8,72,ghost3dnr,0.0006299994,32.006599,0.974047,40.048607,218.571762
scene_8,73,noisy,0.0000422566,43.741055,0.992120,453.518311,21.182251
scene_8,73,2dnr,0.0000421726,43.749695,0.992143,451.716278,21.174269
scene_8,73,dataset_3dnr,0.0000096908,50.136384,0.997782,67.163399,19.560392
scene_8,73,ghost3dnr,0.0006524706,31.854391,0.974276,38.083561,223.563156
scene_8,74,noisy,0.0000419957,43.767955,0.992187,448.646790,21.429956
scene_8,74,2dnr,0.0000419114,43.776681,0.992210,446.823486,21.423342
scene_8,74,dataset_3dnr,0.0000091114,50.404142,0.997925,64.188065,19.826483
scene_8,74,ghost3dnr,0.0006896596,31.613652,0.971551,35.657352,227.037003
scene_8,75,noisy,0.0000332606,44.780693,0.993816,353.976593,18.845371
scene_8,75,2dnr,0.0000331698,44.792567,0.993839,351.989563,18.838919
scene_8,75,dataset_3dnr,0.0000085118,50.699806,0.998100,61.513645,18.452311
scene_8,75,ghost3dnr,0.0007089933,31.493578,0.971413,34.003220,230.484848
scene_8,76,noisy,0.0000418878,43.779126,0.992361,441.412689,20.844593
scene_8,76,2dnr,0.0000418030,43.787927,0.992383,439.548279,20.836905
scene_8,76,dataset_3dnr,0.0000096840,50.139459,0.997955,64.171867,19.465096
scene_8,76,ghost3dnr,0.0007280674,31.378284,0.970122,36.222145,227.820709
scene_8,77,noisy,0.0000276697,45.579957,0.994790,291.388031,17.204420
scene_8,77,2dnr,0.0000275760,45.594689,0.994815,289.280243,17.195639
scene_8,77,dataset_3dnr,0.0000078517,51.050383,0.998171,58.952080,17.072760
scene_8,77,ghost3dnr,0.0007609885,31.186219,0.969727,32.581623,233.381363
scene_8,78,noisy,0.0000425689,43.709075,0.992072,448.453827,21.516962
scene_8,78,2dnr,0.0000424849,43.717653,0.992093,446.618835,21.511162
scene_8,78,dataset_3dnr,0.0000092492,50.338982,0.997951,63.646610,20.157471
scene_8,78,ghost3dnr,0.0007891788,31.028246,0.968345,34.807816,232.200470
scene_8,79,noisy,0.0000423591,43.730536,0.992222,451.807953,21.013416
scene_8,79,2dnr,0.0000422749,43.739174,0.992241,449.964905,21.004730
scene_8,79,dataset_3dnr,0.0000092709,50.328758,0.997900,64.717331,19.879248
scene_8,79,ghost3dnr,0.0008027198,30.954360,0.968487,33.836895,231.078384
scene_8,80,noisy,0.0000415826,43.810880,0.992353,442.873657,20.954733
scene_8,80,2dnr,0.0000414985,43.819672,0.992373,441.059265,20.949890
scene_8,80,dataset_3dnr,0.0000094770,50.233294,0.997868,65.749626,19.832636
scene_8,80,ghost3dnr,0.0008123049,30.902809,0.968551,36.461273,232.088409
scene_8,81,noisy,0.0000413148,43.838943,0.992413,441.319977,20.844086
scene_8,81,2dnr,0.0000412298,43.847887,0.992435,439.477936,20.838253
scene_8,81,dataset_3dnr,0.0000097126,50.126649,0.997891,67.660904,20.036219
scene_8,81,ghost3dnr,0.0008079762,30.926014,0.969064,35.887859,229.398331
scene_8,82,noisy,0.0000426699,43.698782,0.992182,461.503235,21.616682
scene_8,82,2dnr,0.0000425856,43.707376,0.992203,459.675110,21.609560
scene_8,82,dataset_3dnr,0.0000113084,49.465991,0.997671,76.253944,21.064312
scene_8,82,ghost3dnr,0.0008423447,30.745101,0.969372,37.024525,248.759796
scene_8,83,noisy,0.0000425098,43.715108,0.992041,449.319275,20.833435
scene_8,83,2dnr,0.0000424261,43.723672,0.992060,447.516876,20.830153
scene_8,83,dataset_3dnr,0.0000095191,50.214021,0.997923,66.221138,19.961678
scene_8,83,ghost3dnr,0.0008694091,30.607758,0.969463,40.984764,257.507294
scene_8,84,noisy,0.0000423201,43.734530,0.992263,456.692078,21.282658
scene_8,84,2dnr,0.0000422365,43.743120,0.992287,454.895264,21.276175
scene_8,84,dataset_3dnr,0.0000111497,49.527357,0.997711,75.440285,20.473539
scene_8,84,ghost3dnr,0.0008869863,30.520831,0.969806,47.700817,259.838104
scene_8,85,noisy,0.0000421098,43.756171,0.992260,445.684143,21.372818
scene_8,85,2dnr,0.0000420247,43.764956,0.992282,443.841064,21.367058
scene_8,85,dataset_3dnr,0.0000093654,50.284740,0.997944,66.181984,20.026081
scene_8,85,ghost3dnr,0.0008842255,30.534370,0.969863,43.247364,255.425995
