scene,frame,method,mse,psnr,ssim,static_mse,moving_mae
scene_7,14,dataset_3dnr,0.0000085847,50.662742,0.998064,69.100716,17.991993
scene_7,14,ghost3dnr,0.0002619355,35.818056,0.987520,51.599529,190.443542
scene_7,15,noisy,0.0000421112,43.756023,0.992187,462.662079,19.861134
scene_7,15,2dnr,0.0000420253,43.764891,0.992211,460.888062,19.851297
scene_7,15,dataset_3dnr,0.0000082512,50.834835,0.998108,66.926170,17.908737
scene_7,15,ghost3dnr,0.0003040930,35.169936,0.987464,46.123264,197.397186
scene_7,16,noisy,0.0000280485,45.520896,0.994727,307.134308,16.355011
scene_7,16,2dnr,0.0000279510,45.536033,0.994752,305.096130,16.339233
scene_7,16,dataset_3dnr,0.0000071107,51.480904,0.998277,62.248383,15.714254
scene_7,16,ghost3dnr,0.0003313648,34.796936,0.985783,45.195736,207.244949
scene_7,17,noisy,0.0000421707,43.749890,0.992145,468.346130,20.206358
scene_7,17,2dnr,0.0000420838,43.758852,0.992171,466.568970,20.195156
scene_7,17,dataset_3dnr,0.0000082956,50.811532,0.998110,67.338776,18.151768
scene_7,17,ghost3dnr,0.0003307856,34.804535,0.985163,42.332436,193.683548
scene_7,18,noisy,0.0000417898,43.789294,0.992254,461.695618,20.549961
scene_7,18,2dnr,0.0000417038,43.798242,0.992276,459.926544,20.536154
scene_7,18,dataset_3dnr,0.0000081223,50.903199,0.998127,66.411873,18.609892
scene_7,18,ghost3dnr,0.0002934201,35.325101,0.985112,42.419842,182.747787
scene_7,19,noisy,0.0000417847,43.789822,0.992283,459.073608,21.014257
scene_7,19,2dnr,0.0000416973,43.798925,0.992307,457.269165,21.001837
scene_7,19,dataset_3dnr,0.0000081583,50.883981,0.998126,66.781570,18.938850
scene_7,19,ghost3dnr,0.0002894845,35.383746,0.984119,41.515312,199.762558
scene_7,20,noisy,0.0000421296,43.754128,0.992058,464.002411,20.910357
scene_7,20,2dnr,0.0000420431,43.763051,0.992080,462.225830,20.900808
scene_7,20,dataset_3dnr,0.0000081890,50.867715,0.998098,67.398087,18.880056
scene_7,20,ghost3dnr,0.0002684679,35.711076,0.985161,44.212009,199.112183
scene_7,21,noisy,0.0000414602,43.823684,0.992173,458.131165,20.758509
scene_7,21,2dnr,0.0000413732,43.832807,0.992194,456.332184,20.744356
scene_7,21,dataset_3dnr,0.0000080211,50.957644,0.998118,65.845779,18.559885
scene_7,21,ghost3dnr,0.0002551537,35.931981,0.985279,40.594299,201.347168
scene_7,22,noisy,0.0000415039,43.819116,0.992275,456.299683,20.626297
scene_7,22,2dnr,0.0000414170,43.828212,0.992298,454.510742,20.615299
scene_7,22,dataset_3dnr,0.0000082079,50.857670,0.998122,66.148483,18.571587
scene_7,22,ghost3dnr,0.0002434154,36.136520,0.985469,37.833942,202.388474
scene_7,23,noisy,0.0000259737,45.854664,0.995174,284.961487,16.778713
scene_7,23,2dnr,0.0000258740,45.871362,0.995198,282.882019,16.758608
scene_7,23,dataset_3dnr,0.0000068071,51.670355,0.998329,61.199574,15.764739
scene_7,23,ghost3dnr,0.0002734330,35.631491,0.984753,34.457111,241.938980
scene_7,24,noisy,0.0000424460,43.721632,0.992078,466.503357,21.819231
scene_7,24,2dnr,0.0000423604,43.730401,0.992100,464.740967,21.807308
scene_7,24,dataset_3dnr,0.0000084820,50.715024,0.998053,68.259872,18.752308
scene_7,24,ghost3dnr,0.0002829968,35.482185,0.984516,33.145496,252.579849
scene_7,25,noisy,0.0000418285,43.785281,0.992230,460.635956,21.631172
scene_7,25,2dnr,0.0000417425,43.794217,0.992252,458.858978,21.616062
scene_7,25,dataset_3dnr,0.0000086583,50.625670,0.998061,69.459053,18.720829
scene_7,25,ghost3dnr,0.0003072114,35.125626,0.983524,37.275398,268.622833
scene_7,26,noisy,0.0000435428,43.610840,0.992010,476.595673,22.095921
scene_7,26,2dnr,0.0000434577,43.619336,0.992033,474.835449,22.075237
scene_7,26,dataset_3dnr,0.0000084866,50.712652,0.998045,69.045700,18.818663
scene_7,26,ghost3dnr,0.0003177280,34.979445,0.983253,35.368214,263.179382
scene_7,27,noisy,0.0000415199,43.817433,0.992226,456.501465,20.941944
scene_7,27,2dnr,0.0000414323,43.826605,0.992248,454.703918,20.929327
scene_7,27,dataset_3dnr,0.0000084826,50.714722,0.998020,68.988068,18.442966
scene_7,27,ghost3dnr,0.0003410613,34.671675,0.982983,40.370934,272.460449
scene_7,28,noisy,0.0000432707,43.638062,0.991917,474.244263,22.184639
scene_7,28,2dnr,0.0000431844,43.646732,0.991940,472.483002,22.166142
scene_7,28,dataset_3dnr,0.0000085412,50.684817,0.998011,69.423073,19.345257
scene_7,28,ghost3dnr,0.0003628067,34.403246,0.982744,41.538452,283.113434
scene_7,29,noisy,0.0000422797,43.738683,0.992161,467.112305,22.416363
scene_7,29,2dnr,0.0000421931,43.747589,0.992183,465.333069,22.401674
scene_7,29,dataset_3dnr,0.0000084806,50.715727,0.998013,69.288574,19.471912
scene_7,29,ghost3dnr,0.0003870956,34.121818,0.982605,41.861252,297.799530
scene_7,30,noisy,0.0000425182,43.714255,0.992113,471.197021,21.679790
scene_7,30,2dnr,0.0000424315,43.723120,0.992136,469.418365,21.670197
scene_7,30,dataset_3dnr,0.0000083587,50.778634,0.998051,68.901497,19.233505
scene_7,30,ghost3dnr,0.0003976582,34.004901,0.982091,43.306408,301.132233
scene_7,31,noisy,0.0000416816,43.800555,0.992173,461.405151,21.659365
scene_7,31,2dnr,0.0000415948,43.809612,0.992197,459.630646,21.645628
scene_7,31,dataset_3dnr,0.0000096191,50.168636,0.997867,76.230972,19.685724
scene_7,31,ghost3dnr,0.0003966063,34.016404,0.982603,41.042473,293.103485
scene_7,32,noisy,0.0000420197,43.765467,0.992139,464.150177,21.355511
scene_7,32,2dnr,0.0000419330,43.774439,0.992163,462.361755,21.342571
scene_7,32,dataset_3dnr,0.0000096784,50.141971,0.997826,76.423752,19.225384
scene_7,32,ghost3dnr,0.0004004707,33.974292,0.982131,41.519070,294.799591
scene_7,33,noisy,0.0000420562,43.761698,0.992124,462.023560,21.907858
scene_7,33,2dnr,0.0000419698,43.770635,0.992150,460.242523,21.894682
scene_7,33,dataset_3dnr,0.0000087452,50.582278,0.997982,70.685745,19.710779
scene_7,33,ghost3dnr,0.0004025718,33.951566,0.981600,38.064350,289.415588
scene_7,34,noisy,0.0000418347,43.784632,0.992070,462.599304,22.005434
scene_7,34,2dnr,0.0000417479,43.793649,0.992092,460.824097,21.996759
scene_7,34,dataset_3dnr,0.0000101700,49.926772,0.997746,79.257858,19.785244
scene_7,34,ghost3dnr,0.0004064632,33.909788,0.981348,45.062778,284.399017
scene_7,35,noisy,0.0000428841,43.677034,0.991938,470.171509,22.454037
scene_7,35,2dnr,0.0000427981,43.685751,0.991959,468.410400,22.446634
scene_7,35,dataset_3dnr,0.0000085476,50.681552,0.997980,69.944862,19.809843
scene_7,35,ghost3dnr,0.0003998052,33.981516,0.981466,41.786270,288.623779
scene_7,36,noisy,0.0000436991,43.595276,0.991827,479.602081,22.397354
scene_7,36,2dnr,0.0000436130,43.603840,0.991852,477.835510,22.381124
scene_7,36,dataset_3dnr,0.0000084531,50.729850,0.998034,69.238884,19.968140
scene_7,36,ghost3dnr,0.0003940037,34.044997,0.981554,43.404053,283.813232
scene_7,37,noisy,0.0000413624,43.833940,0.992235,456.584137,21.899426
scene_7,37,2dnr,0.0000412746,43.843172,0.992258,454.782257,21.884348
scene_7,37,dataset_3dnr,0.0000080824,50.924598,0.998119,66.747917,19.230709
scene_7,37,ghost3dnr,0.0003876097,34.116053,0.982021,40.377052,272.875610
scene_7,38,noisy,0.0000366070,44.364360,0.993159,399.674591,20.454815
scene_7,38,2dnr,0.0000365152,44.375268,0.993183,397.761139,20.437216
scene_7,38,dataset_3dnr,0.0000077688,51.096473,0.998127,65.558167,18.239964
scene_7,38,ghost3dnr,0.0003817863,34.181796,0.981593,37.131733,281.768433
scene_7,39,noisy,0.0000418139,43.786793,0.992092,462.175262,22.109665
scene_7,39,2dnr,0.0000417271,43.795818,0.992115,460.383179,22.095173
scene_7,39,dataset_3dnr,0.0000081485,50.889210,0.998080,67.301216,19.555077
scene_7,39,ghost3dnr,0.0003807910,34.193133,0.982148,35.618732,283.431030
scene_7,40,noisy,0.0000416286,43.806087,0.992210,458.535553,21.863655
scene_7,40,2dnr,0.0000415417,43.815163,0.992235,456.754639,21.848358
scene_7,40,dataset_3dnr,0.0000080760,50.928064,0.998080,67.201416,19.316248
scene_7,40,ghost3dnr,0.0003769785,34.236834,0.982257,33.788773,281.416138
scene_7,41,noisy,0.0000418806,43.779868,0.992168,462.028412,21.687099
scene_7,41,2dnr,0.0000417941,43.788851,0.992191,460.254211,21.665028
scene_7,41,dataset_3dnr,0.0000081697,50.877942,0.998054,67.820618,19.003511
scene_7,41,ghost3dnr,0.0003719465,34.295195,0.983522,32.461258,269.263641
scene_7,42,noisy,0.0000422575,43.740966,0.992020,465.202148,21.437769
scene_7,42,2dnr,0.0000421713,43.749827,0.992043,463.445374,21.418186
scene_7,42,dataset_3dnr,0.0000081994,50.862172,0.998063,67.398376,18.560417
scene_7,42,ghost3dnr,0.0003671763,34.351253,0.983495,34.280804,257.639709
scene_7,43,noisy,0.0000418750,43.780448,0.992067,464.838928,21.699457
scene_7,43,2dnr,0.0000417876,43.789527,0.992087,463.057526,21.680611
scene_7,43,dataset_3dnr,0.0000082562,50.832208,0.998049,68.203918,19.348717
scene_7,43,ghost3dnr,0.0003721577,34.292730,0.983089,33.409321,276.145905
scene_7,44,noisy,0.0000419575,43.771907,0.992088,462.009003,21.891075
scene_7,44,2dnr,0.0000418708,43.780888,0.992108,460.238434,21.867224
scene_7,44,dataset_3dnr,0.0000082893,50.814817,0.998035,67.546181,18.933430
scene_7,44,ghost3dnr,0.0003721553,34.292757,0.982795,33.152569,279.544250
scene_7,45,noisy,0.0000417950,43.788753,0.992087,462.221954,21.997648
scene_7,45,2dnr,0.0000417078,43.797822,0.992109,460.457397,21.977562
scene_7,45,dataset_3dnr,0.0000083376,50.789600,0.998019,67.876564,18.936398
scene_7,45,ghost3dnr,0.0003737096,34.274657,0.982483,32.083412,271.923370
scene_7,46,noisy,0.0000423916,43.727202,0.991927,465.876221,21.742233
scene_7,46,2dnr,0.0000423039,43.736192,0.991951,464.070862,21.721098
scene_7,46,dataset_3dnr,0.0000083471,50.784641,0.997989,68.356438,18.786217
scene_7,46,ghost3dnr,0.0003762244,34.245530,0.982042,33.790966,272.695435
scene_7,47,noisy,0.0000425426,43.711761,0.991914,468.539734,22.415174
scene_7,47,2dnr,0.0000424562,43.720587,0.991939,466.761627,22.395063
scene_7,47,dataset_3dnr,0.0000082416,50.839871,0.998035,67.611740,19.069014
scene_7,47,ghost3dnr,0.0003764007,34.243495,0.981854,33.070087,268.037201
scene_7,48,noisy,0.0000415901,43.810101,0.992151,456.797424,21.589521
scene_7,48,2dnr,0.0000415026,43.819250,0.992171,455.014648,21.571579
scene_7,48,dataset_3dnr,0.0000082946,50.812042,0.998038,67.780472,18.326040
scene_7,48,ghost3dnr,0.0003738488,34.273040,0.981376,33.944221,266.864136
scene_7,49,noisy,0.0000352397,44.529679,0.993296,383.258728,20.169329
scene_7,49,2dnr,0.0000351469,44.541129,0.993320,381.350281,20.150799
scene_7,49,dataset_3dnr,0.0000077082,51.130470,0.998141,64.999161,18.098856
scene_7,49,ghost3dnr,0.0003679369,34.342266,0.981385,34.234589,264.298248
scene_7,50,noisy,0.0000417122,43.797371,0.992161,457.975616,21.909456
scene_7,50,2dnr,0.0000416244,43.806519,0.992184,456.193237,21.890141
scene_7,50,dataset_3dnr,0.0000091258,50.397280,0.997943,71.945473,19.596176
scene_7,50,ghost3dnr,0.0003712276,34.303597,0.980750,33.304932,283.213898
scene_7,51,noisy,0.0000415513,43.814152,0.992125,457.155609,21.844440
scene_7,51,2dnr,0.0000414637,43.823324,0.992146,455.347107,21.830807
scene_7,51,dataset_3dnr,0.0000083645,50.775586,0.998051,68.221085,19.265642
scene_7,51,ghost3dnr,0.0003769843,34.236768,0.980663,35.219238,291.845245
scene_7,52,noisy,0.0000416842,43.800288,0.992100,464.513000,22.346956
scene_7,52,2dnr,0.0000415973,43.809346,0.992121,462.741852,22.334291
scene_7,52,dataset_3dnr,0.0000083870,50.763949,0.998027,68.981224,19.831949
scene_7,52,ghost3dnr,0.0003818402,34.181183,0.980400,38.908485,311.539490
scene_7,53,noisy,0.0000424709,43.719086,0.992117,466.680237,22.111969
scene_7,53,2dnr,0.0000423835,43.728029,0.992140,464.892517,22.102961
scene_7,53,dataset_3dnr,0.0000092660,50.331099,0.997898,73.196327,19.928143
scene_7,53,ghost3dnr,0.0003844240,34.151895,0.980798,40.061626,309.266510
scene_7,54,noisy,0.0000415719,43.812003,0.992201,458.614044,22.606350
scene_7,54,2dnr,0.0000414855,43.821039,0.992225,456.845978,22.593025
scene_7,54,dataset_3dnr,0.0000083260,50.795624,0.998024,68.274155,19.896513
scene_7,54,ghost3dnr,0.0003872623,34.119948,0.980675,39.150051,298.726074
scene_7,55,noisy,0.0000420356,43.763830,0.992048,461.900238,22.206413
scene_7,55,2dnr,0.0000419492,43.772765,0.992071,460.124512,22.196783
scene_7,55,dataset_3dnr,0.0000083816,50.766719,0.998034,68.232613,19.801065
scene_7,55,ghost3dnr,0.0003959594,34.023494,0.980234,39.346714,297.781921
scene_7,56,noisy,0.0000415205,43.817370,0.992117,456.666992,21.704380
scene_7,56,2dnr,0.0000414333,43.826509,0.992140,454.884521,21.691269
scene_7,56,dataset_3dnr,0.0000082707,50.824561,0.998033,67.411919,19.009226
scene_7,56,ghost3dnr,0.0004002515,33.976670,0.979825,39.179111,279.796356
scene_7,57,noisy,0.0000416938,43.799283,0.992097,459.340729,21.468189
scene_7,57,2dnr,0.0000416069,43.808344,0.992121,457.551086,21.453035
scene_7,57,dataset_3dnr,0.0000083977,50.758371,0.997989,68.420395,18.307917
scene_7,57,ghost3dnr,0.0003774787,34.231075,0.979723,37.150860,246.321716
scene_7,58,noisy,0.0000427935,43.686225,0.991865,471.507782,21.197933
scene_7,58,2dnr,0.0000427065,43.695057,0.991890,469.725952,21.175312
scene_7,58,dataset_3dnr,0.0000097293,50.119186,0.997799,76.692924,18.076834
scene_7,58,ghost3dnr,0.0003448581,34.623595,0.980420,37.588680,212.090775
scene_7,59,noisy,0.0000433643,43.628681,0.991824,475.891815,21.889086
scene_7,59,2dnr,0.0000432778,43.637346,0.991847,474.119995,21.867195
scene_7,59,dataset_3dnr,0.0000085844,50.662897,0.997933,69.766716,18.037214
scene_7,59,ghost3dnr,0.0002975969,35.263717,0.981157,35.494617,168.950592
scene_7,60,noisy,0.0000428168,43.683862,0.991882,470.126984,21.859789
scene_7,60,2dnr,0.0000427309,43.692584,0.991905,468.358185,21.844973
scene_7,60,dataset_3dnr,0.0000092738,50.327436,0.997863,73.911888,18.471004
scene_7,60,ghost3dnr,0.0002475069,36.064127,0.982105,39.775707,167.170059
scene_7,61,noisy,0.0000430843,43.656813,0.991890,474.614227,21.714455
scene_7,61,2dnr,0.0000429982,43.665495,0.991911,472.865326,21.693575
scene_7,61,dataset_3dnr,0.0000089472,50.483116,0.997902,72.331795,18.068668
scene_7,61,ghost3dnr,0.0001944558,37.111791,0.983079,40.595970,161.055435
scene_7,62,noisy,0.0000428258,43.682946,0.991914,473.927856,22.189201
scene_7,62,2dnr,0.0000427387,43.691792,0.991939,472.131042,22.174368
scene_7,62,dataset_3dnr,0.0000084200,50.746886,0.997973,69.101974,18.371038
scene_7,62,ghost3dnr,0.0001582588,38.006322,0.983503,38.537769,185.778046
scene_7,63,noisy,0.0000415539,43.813880,0.992126,460.413727,20.845224
scene_7,63,2dnr,0.0000414673,43.822942,0.992147,458.638977,20.828186
scene_7,63,dataset_3dnr,0.0000081231,50.902761,0.998042,67.391228,17.889524
scene_7,63,ghost3dnr,0.0001282622,38.919014,0.984398,37.387852,179.965591
scene_7,64,noisy,0.0000413647,43.833705,0.992265,454.753632,20.963280
scene_7,64,2dnr,0.0000412771,43.842912,0.992287,452.969421,20.948921
scene_7,64,dataset_3dnr,0.0000081182,50.905426,0.998068,67.682877,17.817385
scene_7,64,ghost3dnr,0.0001147871,39.401068,0.984839,37.403511,184.342865
scene_7,65,noisy,0.0000423565,43.730801,0.991954,465.907471,20.941484
scene_7,65,2dnr,0.0000422702,43.739655,0.991975,464.138275,20.919128
scene_7,65,dataset_3dnr,0.0000087893,50.560461,0.997948,71.023491,17.828903
scene_7,65,ghost3dnr,0.0001124217,39.491498,0.985160,36.813496,188.738342
scene_7,66,noisy,0.0000416078,43.808249,0.992217,460.012970,20.829632
scene_7,66,2dnr,0.0000415212,43.817301,0.992241,458.235809,20.812769
scene_7,66,dataset_3dnr,0.0000082560,50.832313,0.998013,68.506935,17.671938
scene_7,66,ghost3dnr,0.0001125360,39.487085,0.985160,34.856297,188.757416
scene_7,67,noisy,0.0000424430,43.721938,0.992042,469.102020,21.413681
scene_7,67,2dnr,0.0000423570,43.730752,0.992065,467.329742,21.399139
scene_7,67,dataset_3dnr,0.0000083241,50.796621,0.998022,68.808228,17.798512
scene_7,67,ghost3dnr,0.0001149927,39.393296,0.984317,34.656944,190.385406
scene_7,68,noisy,0.0000434554,43.619559,0.991757,475.283691,21.401587
scene_7,68,2dnr,0.0000433707,43.628040,0.991783,473.537140,21.381573
scene_7,68,dataset_3dnr,0.0000089469,50.483276,0.997925,71.865952,17.571768
scene_7,68,ghost3dnr,0.0001157300,39.365540,0.984420,39.418629,190.958664
scene_7,69,noisy,0.0000412556,43.845172,0.992200,458.166351,19.274357
scene_7,69,2dnr,0.0000411688,43.854319,0.992223,456.386963,19.255856
scene_7,69,dataset_3dnr,0.0000081468,50.890154,0.998047,68.534958,16.394964
scene_7,69,ghost3dnr,0.0001174118,39.302882,0.984437,38.421200,188.143906
scene_7,70,noisy,0.0000421990,43.746976,0.992010,462.468628,20.395386
scene_7,70,2dnr,0.0000421129,43.755852,0.992034,460.705139,20.379675
scene_7,70,dataset_3dnr,0.0000082046,50.859426,0.998042,68.253067,16.728928
scene_7,70,ghost3dnr,0.0001182365,39.272483,0.983642,39.384140,199.044891
scene_7,71,noisy,0.0000418049,43.787726,0.992071,461.435944,20.826975
scene_7,71,2dnr,0.0000417179,43.796779,0.992092,459.650299,20.817030
scene_7,71,dataset_3dnr,0.0000081058,50.912030,0.998029,68.146950,17.181744
scene_7,71,ghost3dnr,0.0001189180,39.247522,0.983915,40.112988,218.138550
scene_7,72,noisy,0.0000424307,43.723197,0.991900,468.893524,20.993053
scene_7,72,2dnr,0.0000423443,43.732054,0.991923,467.130035,20.984900
scene_7,72,dataset_3dnr,0.0000081394,50.894056,0.998029,68.240974,17.358501
scene_7,72,ghost3dnr,0.0001142278,39.422283,0.983587,38.183311,214.014496
scene_7,73,noisy,0.0000422109,43.745752,0.991889,466.981476,19.900494
scene_7,73,2dnr,0.0000421241,43.754690,0.991913,465.195435,19.888971
scene_7,73,dataset_3dnr,0.0000083754,50.769952,0.997982,69.255424,16.524166
scene_7,73,ghost3dnr,0.0001077685,39.675080,0.984156,36.932827,178.593750
scene_7,74,noisy,0.0000419807,43.769505,0.992001,463.213806,20.128279
scene_7,74,2dnr,0.0000418945,43.778425,0.992023,461.442596,20.102623
scene_7,74,dataset_3dnr,0.0000079773,50.981452,0.998102,66.646889,16.410635
scene_7,74,ghost3dnr,0.0001029424,39.874057,0.984518,34.932079,168.126266
scene_7,75,noisy,0.0000332275,44.785019,0.993672,362.852173,17.222626
scene_7,75,2dnr,0.0000331342,44.797241,0.993696,360.911591,17.200808
scene_7,75,dataset_3dnr,0.0000073666,51.327332,0.998200,63.344723,15.298182
scene_7,75,ghost3dnr,0.0000991477,40.037175,0.985142,32.266850,160.853745
scene_7,76,noisy,0.0000418836,43.779559,0.992119,461.164368,19.108917
scene_7,76,2dnr,0.0000417967,43.788580,0.992141,459.388336,19.085733
scene_7,76,dataset_3dnr,0.0000082571,50.831737,0.998093,67.284920,16.213886
scene_7,76,ghost3dnr,0.0000970743,40.128956,0.985573,33.980682,169.931213
scene_7,77,noisy,0.0000276482,45.583328,0.994630,303.335480,16.021011
scene_7,77,2dnr,0.0000275502,45.598747,0.994654,301.293243,15.996248
scene_7,77,dataset_3dnr,0.0000068251,51.658918,0.998286,60.920212,14.199100
scene_7,77,ghost3dnr,0.0000970650,40.129373,0.985308,31.088959,172.088287
scene_7,78,noisy,0.0000425509,43.710909,0.991894,471.537384,19.174852
scene_7,78,2dnr,0.0000424647,43.719717,0.991916,469.775574,19.152649
scene_7,78,dataset_3dnr,0.0000079180,51.013848,0.998123,66.030701,15.968867
scene_7,78,ghost3dnr,0.0000967760,40.142321,0.985422,32.489159,172.132019
scene_7,79,noisy,0.0000423211,43.734430,0.992070,468.695190,19.553930
scene_7,79,2dnr,0.0000422349,43.743286,0.992092,466.917236,19.538801
scene_7,79,dataset_3dnr,0.0000079433,50.999986,0.998103,66.356590,16.054729
scene_7,79,ghost3dnr,0.0000961215,40.171796,0.985259,31.766077,173.714050
scene_7,80,noisy,0.0000415813,43.811023,0.992080,460.646271,18.861338
scene_7,80,2dnr,0.0000414935,43.820204,0.992105,458.837616,18.841927
scene_7,80,dataset_3dnr,0.0000081481,50.889447,0.998073,67.782875,15.761130
scene_7,80,ghost3dnr,0.0000980046,40.087537,0.985026,35.053730,177.794495
scene_7,81,noisy,0.0000412591,43.844805,0.992226,454.985809,18.476082
scene_7,81,2dnr,0.0000411715,43.854037,0.992248,453.202698,18.463243
scene_7,81,dataset_3dnr,0.0000085995,50.655245,0.998014,70.339760,15.802870
scene_7,81,ghost3dnr,0.0001005513,39.976122,0.984738,34.837395,184.684036
scene_7,82,noisy,0.0000426025,43.705648,0.991979,471.636597,19.839548
scene_7,82,2dnr,0.0000425160,43.714479,0.992000,469.862061,19.828634
scene_7,82,dataset_3dnr,0.0000101591,49.931458,0.997743,79.669769,17.427568
scene_7,82,ghost3dnr,0.0001022787,39.902148,0.984239,35.591675,184.046906
scene_7,83,noisy,0.0000424588,43.720320,0.991903,471.114319,19.659115
scene_7,83,2dnr,0.0000423724,43.729171,0.991927,469.357391,19.645811
scene_7,83,dataset_3dnr,0.0000083159,50.800908,0.998030,68.979065,16.343782
scene_7,83,ghost3dnr,0.0001026169,39.887811,0.984457,40.477169,181.672287
scene_7,84,noisy,0.0000422247,43.744337,0.992025,468.798676,19.632013
scene_7,84,2dnr,0.0000421387,43.753190,0.992048,467.043030,19.614687
scene_7,84,dataset_3dnr,0.0000101039,49.955092,0.997770,79.613266,16.884901
scene_7,84,ghost3dnr,0.0001007878,39.965920,0.984266,47.930164,181.260040
scene_7,85,noisy,0.0000420759,43.759668,0.992083,461.092438,19.402399
scene_7,85,2dnr,0.0000419891,43.768630,0.992105,459.315094,19.392134
scene_7,85,dataset_3dnr,0.0000083906,50.762061,0.998011,69.572609,16.955467
scene_7,85,ghost3dnr,0.0000982045,40.078684,0.984312,43.430519,179.391068
